transaction_id,user_id,subscription_id,transaction_date,amount,payment_status,payment_method
6348,234,234,2025-10-01,29,Successful,Debit Card
6349,234,234,2025-11-01,29,Successful,Debit Card
6350,234,234,2025-12-01,29,Successful,Credit Card
6351,234,234,2026-01-01,29,Successful,Debit Card
6352,234,234,2026-02-01,29,Successful,Credit Card
6353,234,234,2026-03-01,29,Successful,PayPal
6354,234,234,2026-04-01,29,Successful,Credit Card
6355,234,234,2026-05-01,29,Successful,Credit Card
6356,234,234,2026-06-01,29,Successful,Debit Card
6357,234,234,2026-07-01,29,Successful,PayPal
6358,234,234,2026-08-01,29,Successful,Bank Transfer
6359,234,234,2026-09-01,29,Successful,PayPal
6360,234,234,2026-10-01,29,Successful,Debit Card
6361,234,234,2026-11-01,29,Successful,Credit Card
6362,234,234,2026-12-01,29,Successful,Bank Transfer
6363,235,235,2024-10-01,45,Successful,Bank Transfer
6364,235,235,2024-11-01,45,Successful,Credit Card
6365,235,235,2024-12-01,45,Successful,PayPal
6366,235,235,2025-01-01,45,Successful,Credit Card
6367,235,235,2025-02-01,45,Successful,Credit Card
6368,235,235,2025-03-01,45,Successful,Bank Transfer
6369,235,235,2025-04-01,45,Successful,PayPal
6370,235,235,2025-05-01,45,Successful,PayPal
6371,236,236,2024-11-01,45,Successful,PayPal
6372,236,236,2024-12-01,45,Successful,Bank Transfer
6373,236,236,2025-01-01,45,Successful,PayPal
6374,236,236,2025-02-01,45,Successful,PayPal
6375,236,236,2025-03-01,45,Successful,Bank Transfer
6376,236,236,2025-04-01,45,Successful,Debit Card
6377,236,236,2025-05-01,45,Successful,Bank Transfer
6378,236,236,2025-06-01,45,Successful,Bank Transfer
6379,236,236,2025-07-01,45,Successful,Credit Card
6380,236,236,2025-08-01,45,Successful,Credit Card
6381,236,236,2025-09-01,45,Successful,Credit Card
6382,236,236,2025-10-01,45,Successful,Bank Transfer
6383,236,236,2025-11-01,45,Successful,Bank Transfer
6384,236,236,2025-12-01,45,Successful,Credit Card
6385,236,236,2026-01-01,45,Successful,Bank Transfer
6386,236,236,2026-02-01,45,Successful,Credit Card
6387,236,236,2026-03-01,45,Successful,Debit Card
6388,236,236,2026-04-01,45,Successful,Credit Card
6389,236,236,2026-05-01,45,Successful,Debit Card
6390,236,236,2026-06-01,45,Successful,Debit Card
6391,236,236,2026-07-01,45,Successful,PayPal
6392,236,236,2026-08-01,45,Successful,Credit Card
6393,236,236,2026-09-01,45,Successful,Debit Card
6394,236,236,2026-10-01,45,Successful,Bank Transfer
6395,236,236,2026-11-01,45,Successful,Debit Card
6396,236,236,2026-12-01,45,Successful,Bank Transfer
6397,237,237,2024-11-01,79,Successful,PayPal
6398,237,237,2024-12-01,79,Successful,PayPal
6399,237,237,2025-01-01,79,Successful,Credit Card
6400,237,237,2025-02-01,79,Successful,Bank Transfer
6401,237,237,2025-03-01,79,Successful,Debit Card
6402,237,237,2025-04-01,79,Successful,PayPal
6403,237,237,2025-05-01,79,Successful,Credit Card
6404,237,237,2025-06-01,79,Failed,Credit Card
6405,237,237,2025-07-01,79,Successful,PayPal
6406,237,237,2025-08-01,79,Successful,Debit Card
6407,237,237,2025-09-01,79,Successful,Credit Card
6408,237,237,2025-10-01,79,Successful,Bank Transfer
6409,237,237,2025-11-01,79,Successful,PayPal
6410,237,237,2025-12-01,79,Successful,Bank Transfer
6411,237,237,2026-01-01,79,Successful,PayPal
6412,237,237,2026-02-01,79,Successful,PayPal
6413,237,237,2026-03-01,79,Successful,PayPal
6414,237,237,2026-04-01,79,Successful,Credit Card
6415,237,237,2026-05-01,79,Successful,Bank Transfer
6416,237,237,2026-06-01,79,Successful,PayPal
6417,237,237,2026-07-01,79,Successful,Bank Transfer
6418,237,237,2026-08-01,79,Successful,Debit Card
6419,237,237,2026-09-01,79,Successful,PayPal
6420,237,237,2026-10-01,79,Successful,Debit Card
6421,237,237,2026-11-01,79,Successful,Bank Transfer
6422,237,237,2026-12-01,79,Successful,PayPal
6423,238,238,2024-04-01,29,Successful,PayPal
6424,238,238,2024-05-01,29,Successful,Bank Transfer
6425,238,238,2024-06-01,29,Successful,PayPal
6426,238,238,2024-07-01,29,Successful,Debit Card
6427,238,238,2024-08-01,29,Successful,PayPal
6428,238,238,2024-09-01,29,Successful,Bank Transfer
6429,238,238,2024-10-01,29,Successful,Debit Card
6430,238,238,2024-11-01,29,Successful,PayPal
6431,238,238,2024-12-01,29,Successful,Debit Card
6432,238,238,2025-01-01,29,Successful,Debit Card
6433,238,238,2025-02-01,29,Successful,Debit Card
6434,238,238,2025-03-01,29,Successful,PayPal
6435,238,238,2025-04-01,29,Successful,Debit Card
6436,238,238,2025-05-01,29,Successful,Credit Card
6437,238,238,2025-06-01,29,Successful,Debit Card
6438,238,238,2025-07-01,29,Successful,PayPal
6439,238,238,2025-08-01,29,Successful,Debit Card
6440,238,238,2025-09-01,29,Successful,Debit Card
6441,238,238,2025-10-01,29,Successful,Bank Transfer
6442,238,238,2025-11-01,29,Successful,Debit Card
6443,238,238,2025-12-01,29,Successful,PayPal
6444,238,238,2026-01-01,29,Successful,Credit Card
6445,238,238,2026-02-01,29,Successful,Credit Card
6446,238,238,2026-03-01,29,Successful,Bank Transfer
6447,238,238,2026-04-01,29,Successful,Credit Card
6448,238,238,2026-05-01,29,Successful,Credit Card
6449,238,238,2026-06-01,29,Successful,Bank Transfer
6450,238,238,2026-07-01,29,Failed,Debit Card
6451,238,238,2026-08-01,29,Successful,Credit Card
6452,238,238,2026-09-01,29,Successful,PayPal
6453,238,238,2026-10-01,29,Successful,Credit Card
6454,238,238,2026-11-01,29,Successful,Bank Transfer
6455,238,238,2026-12-01,29,Successful,Debit Card
6456,239,239,2025-01-01,29,Failed,Bank Transfer
6457,239,239,2025-02-01,29,Successful,Credit Card
6458,239,239,2025-03-01,29,Successful,Credit Card
6459,239,239,2025-04-01,29,Successful,Debit Card
6460,239,239,2025-05-01,29,Successful,Credit Card
6461,239,239,2025-06-01,29,Successful,PayPal
6462,239,239,2025-07-01,29,Successful,Debit Card
6463,239,239,2025-08-01,29,Successful,Debit Card
6464,239,239,2025-09-01,29,Successful,Debit Card
6465,239,239,2025-10-01,29,Successful,Bank Transfer
6466,239,239,2025-11-01,29,Successful,Debit Card
6467,239,239,2025-12-01,29,Successful,PayPal
6468,239,239,2026-01-01,29,Successful,Bank Transfer
6469,239,239,2026-02-01,29,Successful,PayPal
6470,239,239,2026-03-01,29,Successful,Debit Card
6471,239,239,2026-04-01,29,Successful,Credit Card
6472,239,239,2026-05-01,29,Successful,Credit Card
6473,239,239,2026-06-01,29,Successful,Credit Card
6474,239,239,2026-07-01,29,Successful,Bank Transfer
6475,239,239,2026-08-01,29,Successful,Credit Card
6476,239,239,2026-09-01,29,Successful,Bank Transfer
6477,239,239,2026-10-01,29,Failed,Bank Transfer
6478,239,239,2026-11-01,29,Successful,Debit Card
6479,239,239,2026-12-01,29,Successful,Credit Card
6480,240,240,2024-08-01,79,Successful,Debit Card
6481,240,240,2024-09-01,79,Successful,PayPal
6482,240,240,2024-10-01,79,Successful,PayPal
6483,240,240,2024-11-01,79,Successful,PayPal
6484,240,240,2024-12-01,79,Successful,PayPal
6485,240,240,2025-01-01,79,Successful,Bank Transfer
6486,240,240,2025-02-01,79,Successful,PayPal
6487,240,240,2025-03-01,79,Successful,Credit Card
6488,240,240,2025-04-01,79,Successful,Credit Card
6489,240,240,2025-05-01,79,Successful,Credit Card
6490,240,240,2025-06-01,79,Successful,Debit Card
6491,240,240,2025-07-01,79,Successful,Credit Card
6492,240,240,2025-08-01,79,Successful,PayPal
6493,240,240,2025-09-01,79,Successful,Credit Card
6494,240,240,2025-10-01,79,Successful,PayPal
6495,240,240,2025-11-01,79,Successful,Credit Card
6496,240,240,2025-12-01,79,Successful,Credit Card
6497,240,240,2026-01-01,79,Successful,Credit Card
6498,240,240,2026-02-01,79,Successful,PayPal
6499,240,240,2026-03-01,79,Successful,Credit Card
6500,240,240,2026-04-01,79,Successful,Bank Transfer
6501,240,240,2026-05-01,79,Successful,Debit Card
6502,240,240,2026-06-01,79,Successful,PayPal
6503,240,240,2026-07-01,79,Successful,PayPal
6504,240,240,2026-08-01,79,Successful,Debit Card
6505,240,240,2026-09-01,79,Successful,PayPal
6506,240,240,2026-10-01,79,Successful,Bank Transfer
6507,240,240,2026-11-01,79,Successful,Credit Card
6508,240,240,2026-12-01,79,Successful,Credit Card
6509,241,241,2024-04-01,29,Successful,Debit Card
6510,241,241,2024-05-01,29,Successful,Bank Transfer
6511,241,241,2024-06-01,29,Failed,Bank Transfer
6512,241,241,2024-07-01,29,Successful,Debit Card
6513,241,241,2024-08-01,29,Successful,Debit Card
6514,241,241,2024-09-01,29,Successful,Debit Card
6515,241,241,2024-10-01,29,Failed,Credit Card
6516,241,241,2024-11-01,29,Successful,Debit Card
6517,241,241,2024-12-01,29,Successful,Bank Transfer
6518,241,241,2025-01-01,29,Successful,Bank Transfer
6519,241,241,2025-02-01,29,Successful,PayPal
6520,241,241,2025-03-01,29,Successful,Bank Transfer
6521,241,241,2025-04-01,29,Failed,Debit Card
6522,241,241,2025-05-01,29,Successful,Debit Card
6523,241,241,2025-06-01,29,Successful,PayPal
6524,241,241,2025-07-01,29,Successful,Debit Card
6525,241,241,2025-08-01,29,Successful,PayPal
6526,241,241,2025-09-01,29,Successful,Credit Card
6527,241,241,2025-10-01,29,Successful,PayPal
6528,241,241,2025-11-01,29,Successful,PayPal
6529,241,241,2025-12-01,29,Successful,Credit Card
6530,241,241,2026-01-01,29,Successful,Credit Card
6531,241,241,2026-02-01,29,Successful,Debit Card
6532,241,241,2026-03-01,29,Successful,Credit Card
6533,241,241,2026-04-01,29,Successful,Bank Transfer
6534,241,241,2026-05-01,29,Successful,Credit Card
6535,241,241,2026-06-01,29,Failed,Credit Card
6536,241,241,2026-07-01,29,Successful,Bank Transfer
6537,241,241,2026-08-01,29,Successful,Bank Transfer
6538,241,241,2026-09-01,29,Successful,PayPal
6539,241,241,2026-10-01,29,Successful,PayPal
6540,241,241,2026-11-01,29,Successful,Bank Transfer
6541,241,241,2026-12-01,29,Successful,Credit Card
6542,242,242,2024-08-01,45,Successful,Debit Card
6543,242,242,2024-09-01,45,Successful,Bank Transfer
6544,242,242,2024-10-01,45,Successful,Bank Transfer
6545,242,242,2024-11-01,45,Successful,Credit Card
6546,242,242,2024-12-01,45,Successful,PayPal
6547,242,242,2025-01-01,45,Successful,Debit Card
6548,242,242,2025-02-01,45,Successful,Debit Card
6549,242,242,2025-03-01,45,Successful,Debit Card
6550,242,242,2025-04-01,45,Successful,Debit Card
6551,242,242,2025-05-01,45,Successful,Credit Card
6552,242,242,2025-06-01,45,Successful,PayPal
6553,242,242,2025-07-01,45,Successful,Credit Card
6554,242,242,2025-08-01,45,Successful,Debit Card
6555,242,242,2025-09-01,45,Successful,Debit Card
6556,242,242,2025-10-01,45,Successful,Debit Card
6557,242,242,2025-11-01,45,Successful,PayPal
6558,242,242,2025-12-01,45,Successful,PayPal
6559,242,242,2026-01-01,45,Successful,PayPal
6560,242,242,2026-02-01,45,Successful,Bank Transfer
6561,242,242,2026-03-01,45,Successful,PayPal
6562,242,242,2026-04-01,45,Successful,Bank Transfer
6563,242,242,2026-05-01,45,Successful,Credit Card
6564,242,242,2026-06-01,45,Successful,Debit Card
6565,242,242,2026-07-01,45,Successful,Bank Transfer
6566,242,242,2026-08-01,45,Successful,PayPal
6567,242,242,2026-09-01,45,Successful,PayPal
6568,242,242,2026-10-01,45,Successful,Bank Transfer
6569,242,242,2026-11-01,45,Successful,Credit Card
6570,242,242,2026-12-01,45,Successful,Debit Card
6571,243,243,2025-01-01,29,Successful,Bank Transfer
6572,243,243,2025-02-01,29,Successful,PayPal
6573,243,243,2025-03-01,29,Successful,PayPal
6574,243,243,2025-04-01,29,Successful,Credit Card
6575,243,243,2025-05-01,29,Successful,Credit Card
6576,243,243,2025-06-01,29,Successful,PayPal
6577,243,243,2025-07-01,29,Failed,Credit Card
6578,243,243,2025-08-01,29,Successful,Debit Card
6579,243,243,2025-09-01,29,Successful,Bank Transfer
6580,243,243,2025-10-01,29,Successful,Credit Card
6581,243,243,2025-11-01,29,Successful,Bank Transfer
6582,243,243,2025-12-01,29,Successful,Debit Card
6583,243,243,2026-01-01,29,Successful,Credit Card
6584,243,243,2026-02-01,29,Successful,Debit Card
6585,243,243,2026-03-01,29,Successful,PayPal
6586,243,243,2026-04-01,29,Successful,Bank Transfer
6587,243,243,2026-05-01,29,Successful,Bank Transfer
6588,243,243,2026-06-01,29,Successful,Debit Card
6589,243,243,2026-07-01,29,Successful,PayPal
6590,243,243,2026-08-01,29,Successful,PayPal
6591,243,243,2026-09-01,29,Successful,Debit Card
6592,243,243,2026-10-01,29,Successful,Debit Card
6593,243,243,2026-11-01,29,Successful,Debit Card
6594,243,243,2026-12-01,29,Successful,Credit Card
6595,244,244,2024-02-01,45,Successful,PayPal
6596,244,244,2024-03-01,45,Successful,PayPal
6597,244,244,2024-04-01,45,Successful,Bank Transfer
6598,244,244,2024-05-01,45,Successful,Debit Card
6599,244,244,2024-06-01,45,Successful,Debit Card
6600,244,244,2024-07-01,45,Successful,PayPal
6601,244,244,2024-08-01,45,Successful,Bank Transfer
6602,244,244,2024-09-01,45,Successful,Debit Card
6603,244,244,2024-10-01,45,Successful,Bank Transfer
6604,244,244,2024-11-01,45,Successful,Debit Card
6605,244,244,2024-12-01,45,Successful,Bank Transfer
6606,244,244,2025-01-01,45,Successful,PayPal
6607,244,244,2025-02-01,45,Successful,Debit Card
6608,244,244,2025-03-01,45,Successful,Bank Transfer
6609,244,244,2025-04-01,45,Successful,Bank Transfer
6610,244,244,2025-05-01,45,Successful,Debit Card
6611,244,244,2025-06-01,45,Successful,PayPal
6612,244,244,2025-07-01,45,Successful,Bank Transfer
6613,244,244,2025-08-01,45,Successful,PayPal
6614,244,244,2025-09-01,45,Successful,Bank Transfer
6615,244,244,2025-10-01,45,Successful,PayPal
6616,244,244,2025-11-01,45,Successful,Credit Card
6617,244,244,2025-12-01,45,Successful,Credit Card
6618,244,244,2026-01-01,45,Successful,Credit Card
6619,244,244,2026-02-01,45,Successful,Bank Transfer
6620,244,244,2026-03-01,45,Successful,Credit Card
6621,244,244,2026-04-01,45,Successful,Credit Card
6622,244,244,2026-05-01,45,Successful,Debit Card
6623,244,244,2026-06-01,45,Successful,PayPal
6624,244,244,2026-07-01,45,Successful,Debit Card
6625,244,244,2026-08-01,45,Successful,Bank Transfer
6626,244,244,2026-09-01,45,Failed,Debit Card
6627,244,244,2026-10-01,45,Successful,Debit Card
6628,244,244,2026-11-01,45,Successful,PayPal
6629,244,244,2026-12-01,45,Successful,PayPal
6630,245,245,2025-01-01,79,Successful,Credit Card
6631,245,245,2025-02-01,79,Successful,PayPal
6632,245,245,2025-03-01,79,Successful,Debit Card
6633,245,245,2025-04-01,79,Successful,Bank Transfer
6634,245,245,2025-05-01,79,Successful,Credit Card
6635,245,245,2025-06-01,79,Successful,Bank Transfer
6636,245,245,2025-07-01,79,Successful,Credit Card
6637,245,245,2025-08-01,79,Failed,Bank Transfer
6638,245,245,2025-09-01,79,Failed,Bank Transfer
6639,245,245,2025-10-01,79,Successful,Credit Card
6640,245,245,2025-11-01,79,Successful,Bank Transfer
6641,245,245,2025-12-01,79,Successful,PayPal
6642,245,245,2026-01-01,79,Successful,PayPal
6643,245,245,2026-02-01,79,Successful,PayPal
6644,245,245,2026-03-01,79,Successful,Bank Transfer
6645,245,245,2026-04-01,79,Successful,Credit Card
6646,245,245,2026-05-01,79,Successful,Bank Transfer
6647,245,245,2026-06-01,79,Successful,Credit Card
6648,245,245,2026-07-01,79,Successful,Debit Card
6649,245,245,2026-08-01,79,Successful,PayPal
6650,245,245,2026-09-01,79,Successful,Bank Transfer
6651,245,245,2026-10-01,79,Successful,PayPal
6652,245,245,2026-11-01,79,Successful,Debit Card
6653,245,245,2026-12-01,79,Successful,Credit Card
6654,246,246,2024-04-01,29,Successful,Debit Card
6655,246,246,2024-05-01,29,Successful,Credit Card
6656,246,246,2024-06-01,29,Successful,Bank Transfer
6657,246,246,2024-07-01,29,Successful,Debit Card
6658,246,246,2024-08-01,29,Successful,PayPal
6659,246,246,2024-09-01,29,Successful,PayPal
6660,246,246,2024-10-01,29,Successful,PayPal
6661,246,246,2024-11-01,29,Successful,PayPal
6662,246,246,2024-12-01,29,Successful,Bank Transfer
6663,246,246,2025-01-01,29,Successful,Credit Card
6664,246,246,2025-02-01,29,Successful,Bank Transfer
6665,246,246,2025-03-01,29,Successful,Debit Card
6666,246,246,2025-04-01,29,Successful,PayPal
6667,246,246,2025-05-01,29,Successful,Bank Transfer
6668,246,246,2025-06-01,29,Successful,Credit Card
6669,246,246,2025-07-01,29,Successful,Bank Transfer
6670,246,246,2025-08-01,29,Successful,Debit Card
6671,246,246,2025-09-01,29,Successful,Credit Card
6672,246,246,2025-10-01,29,Successful,PayPal
6673,246,246,2025-11-01,29,Successful,Debit Card
6674,246,246,2025-12-01,29,Failed,PayPal
6675,246,246,2026-01-01,29,Successful,PayPal
6676,246,246,2026-02-01,29,Successful,Debit Card
6677,246,246,2026-03-01,29,Successful,Credit Card
6678,246,246,2026-04-01,29,Successful,Credit Card
6679,246,246,2026-05-01,29,Successful,Credit Card
6680,246,246,2026-06-01,29,Successful,Debit Card
6681,246,246,2026-07-01,29,Failed,Bank Transfer
6682,246,246,2026-08-01,29,Successful,Debit Card
6683,246,246,2026-09-01,29,Successful,Credit Card
6684,246,246,2026-10-01,29,Successful,Credit Card
6685,246,246,2026-11-01,29,Successful,Debit Card
6686,246,246,2026-12-01,29,Successful,Bank Transfer
6687,247,247,2024-02-01,29,Successful,Bank Transfer
6688,247,247,2024-03-01,29,Successful,Bank Transfer
6689,247,247,2024-04-01,29,Successful,Credit Card
6690,247,247,2024-05-01,29,Successful,Debit Card
6691,247,247,2024-06-01,29,Failed,Credit Card
6692,247,247,2024-07-01,29,Successful,Debit Card
6693,247,247,2024-08-01,29,Successful,Bank Transfer
6694,247,247,2024-09-01,29,Successful,Credit Card
6695,247,247,2024-10-01,29,Successful,Debit Card
6696,247,247,2024-11-01,29,Successful,Bank Transfer
6697,247,247,2024-12-01,29,Successful,Bank Transfer
6698,247,247,2025-01-01,29,Successful,Credit Card
6699,247,247,2025-02-01,29,Successful,Bank Transfer
6700,247,247,2025-03-01,29,Successful,Bank Transfer
6701,247,247,2025-04-01,29,Successful,Bank Transfer
6702,247,247,2025-05-01,29,Successful,Bank Transfer
6703,247,247,2025-06-01,29,Successful,Debit Card
6704,247,247,2025-07-01,29,Successful,PayPal
6705,247,247,2025-08-01,29,Failed,Bank Transfer
6706,247,247,2025-09-01,29,Successful,Debit Card
6707,247,247,2025-10-01,29,Successful,Credit Card
6708,247,247,2025-11-01,29,Successful,PayPal
6709,247,247,2025-12-01,29,Successful,Bank Transfer
6710,247,247,2026-01-01,29,Successful,Debit Card
6711,247,247,2026-02-01,29,Successful,Bank Transfer
6712,247,247,2026-03-01,29,Successful,Debit Card
6713,247,247,2026-04-01,29,Successful,PayPal
6714,247,247,2026-05-01,29,Failed,Bank Transfer
6715,247,247,2026-06-01,29,Successful,Credit Card
6716,247,247,2026-07-01,29,Successful,Debit Card
6717,247,247,2026-08-01,29,Successful,Credit Card
6718,247,247,2026-09-01,29,Successful,Credit Card
6719,247,247,2026-10-01,29,Successful,Debit Card
6720,247,247,2026-11-01,29,Successful,Bank Transfer
6721,247,247,2026-12-01,29,Failed,PayPal
6722,248,248,2024-06-01,45,Successful,Credit Card
6723,248,248,2024-07-01,45,Successful,Bank Transfer
6724,248,248,2024-08-01,45,Successful,Credit Card
6725,248,248,2024-09-01,45,Successful,Bank Transfer
6726,248,248,2024-10-01,45,Successful,Bank Transfer
6727,248,248,2024-11-01,45,Successful,PayPal
6728,248,248,2024-12-01,45,Successful,PayPal
6729,249,249,2025-01-01,79,Successful,PayPal
6730,249,249,2025-02-01,79,Successful,Debit Card
6731,249,249,2025-03-01,79,Successful,Credit Card
6732,249,249,2025-04-01,79,Successful,Bank Transfer
6733,249,249,2025-05-01,79,Successful,PayPal
6734,249,249,2025-06-01,79,Successful,Bank Transfer
6735,249,249,2025-07-01,79,Successful,Debit Card
6736,249,249,2025-08-01,79,Successful,PayPal
6737,249,249,2025-09-01,79,Successful,Debit Card
6738,249,249,2025-10-01,79,Successful,Credit Card
6739,249,249,2025-11-01,79,Successful,Debit Card
6740,249,249,2025-12-01,79,Successful,Debit Card
6741,249,249,2026-01-01,79,Successful,Debit Card
6742,249,249,2026-02-01,79,Successful,Debit Card
6743,249,249,2026-03-01,79,Successful,PayPal
6744,249,249,2026-04-01,79,Failed,PayPal
6745,249,249,2026-05-01,79,Successful,PayPal
6746,249,249,2026-06-01,79,Successful,Credit Card
6747,249,249,2026-07-01,79,Successful,PayPal
6748,249,249,2026-08-01,79,Successful,Credit Card
6749,249,249,2026-09-01,79,Successful,Debit Card
6750,249,249,2026-10-01,79,Successful,Debit Card
6751,249,249,2026-11-01,79,Successful,Debit Card
6752,249,249,2026-12-01,79,Failed,PayPal
6753,250,250,2024-04-01,79,Successful,PayPal
6754,250,250,2024-05-01,79,Successful,Debit Card
6755,250,250,2024-06-01,79,Successful,PayPal
6756,250,250,2024-07-01,79,Successful,Credit Card
6757,250,250,2024-08-01,79,Successful,Bank Transfer
6758,250,250,2024-09-01,79,Successful,Bank Transfer
6759,251,251,2025-01-01,29,Successful,Credit Card
6760,251,251,2025-02-01,29,Successful,Credit Card
6761,251,251,2025-03-01,29,Successful,Bank Transfer
6762,251,251,2025-04-01,29,Successful,Credit Card
6763,251,251,2025-05-01,29,Successful,Bank Transfer
6764,251,251,2025-06-01,29,Successful,Credit Card
6765,251,251,2025-07-01,29,Failed,Debit Card
6766,251,251,2025-08-01,29,Successful,PayPal
6767,251,251,2025-09-01,29,Successful,PayPal
6768,251,251,2025-10-01,29,Successful,PayPal
6769,251,251,2025-11-01,29,Successful,Credit Card
6770,251,251,2025-12-01,29,Successful,PayPal
6771,251,251,2026-01-01,29,Successful,PayPal
6772,251,251,2026-02-01,29,Successful,PayPal
6773,251,251,2026-03-01,29,Successful,Bank Transfer
6774,251,251,2026-04-01,29,Failed,PayPal
6775,251,251,2026-05-01,29,Successful,Bank Transfer
6776,251,251,2026-06-01,29,Successful,Bank Transfer
6777,251,251,2026-07-01,29,Successful,Bank Transfer
6778,251,251,2026-08-01,29,Successful,Debit Card
6779,251,251,2026-09-01,29,Successful,Credit Card
6780,251,251,2026-10-01,29,Successful,PayPal
6781,251,251,2026-11-01,29,Successful,Credit Card
6782,251,251,2026-12-01,29,Failed,Bank Transfer
6783,252,252,2024-07-01,79,Successful,Credit Card
6784,252,252,2024-08-01,79,Successful,PayPal
6785,252,252,2024-09-01,79,Failed,Debit Card
6786,252,252,2024-10-01,79,Failed,Bank Transfer
6787,252,252,2024-11-01,79,Successful,Bank Transfer
6788,252,252,2024-12-01,79,Successful,Debit Card
6789,252,252,2025-01-01,79,Failed,Debit Card
6790,252,252,2025-02-01,79,Successful,Debit Card
6791,252,252,2025-03-01,79,Successful,Debit Card
6792,252,252,2025-04-01,79,Successful,PayPal
6793,252,252,2025-05-01,79,Successful,PayPal
6794,253,253,2024-02-01,45,Successful,PayPal
6795,253,253,2024-03-01,45,Successful,PayPal
6796,253,253,2024-04-01,45,Successful,PayPal
6797,253,253,2024-05-01,45,Successful,Bank Transfer
6798,253,253,2024-06-01,45,Successful,PayPal
6799,253,253,2024-07-01,45,Successful,PayPal
6800,253,253,2024-08-01,45,Successful,Bank Transfer
6801,253,253,2024-09-01,45,Successful,Debit Card
6802,253,253,2024-10-01,45,Successful,Debit Card
6803,253,253,2024-11-01,45,Successful,Bank Transfer
6804,253,253,2024-12-01,45,Failed,Bank Transfer
6805,253,253,2025-01-01,45,Successful,Debit Card
6806,253,253,2025-02-01,45,Successful,Debit Card
6807,253,253,2025-03-01,45,Successful,PayPal
6808,253,253,2025-04-01,45,Successful,Bank Transfer
6809,253,253,2025-05-01,45,Successful,PayPal
6810,253,253,2025-06-01,45,Successful,PayPal
6811,253,253,2025-07-01,45,Successful,PayPal
6812,253,253,2025-08-01,45,Successful,PayPal
6813,253,253,2025-09-01,45,Successful,Credit Card
6814,253,253,2025-10-01,45,Successful,Bank Transfer
6815,253,253,2025-11-01,45,Successful,Bank Transfer
6816,253,253,2025-12-01,45,Failed,Debit Card
6817,253,253,2026-01-01,45,Successful,Bank Transfer
6818,253,253,2026-02-01,45,Successful,Credit Card
6819,253,253,2026-03-01,45,Successful,Credit Card
6820,253,253,2026-04-01,45,Successful,Bank Transfer
6821,253,253,2026-05-01,45,Successful,PayPal
6822,253,253,2026-06-01,45,Successful,Debit Card
6823,253,253,2026-07-01,45,Successful,Credit Card
6824,253,253,2026-08-01,45,Successful,Bank Transfer
6825,253,253,2026-09-01,45,Successful,Credit Card
6826,253,253,2026-10-01,45,Successful,Credit Card
6827,253,253,2026-11-01,45,Successful,PayPal
6828,253,253,2026-12-01,45,Successful,PayPal
6829,254,254,2024-12-01,29,Successful,Debit Card
6830,254,254,2025-01-01,29,Successful,Bank Transfer
6831,254,254,2025-02-01,29,Successful,Debit Card
6832,254,254,2025-03-01,29,Successful,Debit Card
6833,254,254,2025-04-01,29,Successful,Credit Card
6834,254,254,2025-05-01,29,Successful,PayPal
6835,254,254,2025-06-01,29,Successful,PayPal
6836,254,254,2025-07-01,29,Successful,Bank Transfer
6837,254,254,2025-08-01,29,Successful,PayPal
6838,254,254,2025-09-01,29,Successful,Bank Transfer
6839,254,254,2025-10-01,29,Successful,Credit Card
6840,254,254,2025-11-01,29,Successful,PayPal
6841,254,254,2025-12-01,29,Successful,Credit Card
6842,254,254,2026-01-01,29,Successful,Credit Card
6843,254,254,2026-02-01,29,Successful,Debit Card
6844,254,254,2026-03-01,29,Successful,Bank Transfer
6845,254,254,2026-04-01,29,Successful,Bank Transfer
6846,254,254,2026-05-01,29,Successful,PayPal
6847,254,254,2026-06-01,29,Successful,PayPal
6848,254,254,2026-07-01,29,Successful,Credit Card
6849,254,254,2026-08-01,29,Successful,Debit Card
6850,254,254,2026-09-01,29,Successful,Debit Card
6851,254,254,2026-10-01,29,Failed,Credit Card
6852,254,254,2026-11-01,29,Successful,Debit Card
6853,254,254,2026-12-01,29,Successful,PayPal
6854,255,255,2025-01-01,45,Successful,Bank Transfer
6855,255,255,2025-02-01,45,Successful,PayPal
6856,255,255,2025-03-01,45,Successful,PayPal
6857,255,255,2025-04-01,45,Successful,Bank Transfer
6858,256,256,2024-09-01,29,Successful,Bank Transfer
6859,256,256,2024-10-01,29,Successful,Credit Card
6860,256,256,2024-11-01,29,Successful,Credit Card
6861,256,256,2024-12-01,29,Successful,Credit Card
6862,256,256,2025-01-01,29,Successful,PayPal
6863,256,256,2025-02-01,29,Successful,Bank Transfer
6864,256,256,2025-03-01,29,Successful,Bank Transfer
6865,256,256,2025-04-01,29,Successful,Credit Card
6866,256,256,2025-05-01,29,Successful,Debit Card
6867,256,256,2025-06-01,29,Successful,Credit Card
6868,256,256,2025-07-01,29,Successful,Debit Card
6869,256,256,2025-08-01,29,Successful,Debit Card
6870,256,256,2025-09-01,29,Successful,Bank Transfer
6871,256,256,2025-10-01,29,Successful,PayPal
6872,256,256,2025-11-01,29,Successful,Credit Card
6873,256,256,2025-12-01,29,Successful,PayPal
6874,256,256,2026-01-01,29,Failed,Debit Card
6875,256,256,2026-02-01,29,Successful,Debit Card
6876,256,256,2026-03-01,29,Successful,Debit Card
6877,256,256,2026-04-01,29,Successful,Bank Transfer
6878,256,256,2026-05-01,29,Successful,Debit Card
6879,256,256,2026-06-01,29,Successful,PayPal
