subscription_id,user_id,plan_name,monthly_fee,start_date,end_date,subscription_status
617,617,Basic,29,2025-04-10,,Active
618,618,Pro,45,2025-12-27,,Active
619,619,Pro,45,2025-11-16,,Active
620,620,Pro,45,2025-03-25,,Active
621,621,Basic,29,2025-04-07,,Active
622,622,Basic,29,2025-08-12,,Active
623,623,Pro,45,2025-07-16,,Active
624,624,Basic,29,2025-05-07,,Active
625,625,Basic,29,2025-05-26,,Active
626,626,Pro,45,2025-10-10,,Active
627,627,Basic,29,2025-03-28,,Active
628,628,Pro,45,2025-12-26,,Active
629,629,Basic,29,2025-04-08,,Active
630,630,Pro,45,2025-01-30,,Active
631,631,Basic,29,2025-11-10,,Active
632,632,Basic,29,2025-12-04,,Active
633,633,Basic,29,2025-04-29,,Active
634,634,Basic,29,2025-09-19,,Active
635,635,Basic,29,2025-02-27,,Active
636,636,Pro,45,2025-07-14,2026-09-20,Cancelled
637,637,Basic,29,2025-09-11,,Active
638,638,Basic,29,2025-05-06,,Active
639,639,Basic,29,2025-05-05,,Active
640,640,Pro,45,2025-08-31,,Active
641,641,Basic,29,2025-11-28,,Active
642,642,Pro,45,2025-05-14,,Active
643,643,Basic,29,2025-03-21,,Active
644,644,Pro,45,2025-08-15,,Active
645,645,Enterprise,79,2025-04-16,,Active
646,646,Enterprise,79,2025-05-20,,Active
647,647,Basic,29,2025-10-03,2026-08-05,Cancelled
648,648,Basic,29,2025-08-06,,Active
649,649,Pro,45,2025-05-15,,Active
650,650,Basic,29,2025-08-04,,Active
651,651,Basic,29,2025-05-29,,Active
652,652,Basic,29,2025-05-02,,Active
653,653,Enterprise,79,2025-11-07,,Active
654,654,Pro,45,2025-09-12,,Active
655,655,Pro,45,2025-10-10,,Active
656,656,Pro,45,2025-12-29,,Active
657,657,Basic,29,2025-08-28,,Active
658,658,Basic,29,2025-09-25,,Active
659,659,Pro,45,2025-11-27,,Active
660,660,Basic,29,2025-12-26,,Active
661,661,Basic,29,2025-12-03,,Active
662,662,Pro,45,2025-10-13,,Active
663,663,Basic,29,2025-12-07,,Active
664,664,Basic,29,2025-03-15,,Active
665,665,Pro,45,2025-12-23,,Active
666,666,Pro,45,2025-03-11,,Active
667,667,Basic,29,2025-03-11,,Active
668,668,Pro,45,2025-09-09,,Active
669,669,Enterprise,79,2025-05-21,,Active
670,670,Basic,29,2025-12-21,2026-08-20,Cancelled
671,671,Pro,45,2025-01-20,,Active
672,672,Basic,29,2025-12-15,,Active
673,673,Basic,29,2025-11-10,,Active
674,674,Pro,45,2025-08-22,,Active
675,675,Basic,29,2025-05-16,,Active
676,676,Basic,29,2025-06-11,,Active
677,677,Pro,45,2025-12-28,,Active
678,678,Pro,45,2025-11-24,,Active
679,679,Pro,45,2025-09-28,,Active
680,680,Basic,29,2025-04-22,,Active
681,681,Basic,29,2025-07-21,,Active
682,682,Basic,29,2025-02-15,2026-03-29,Cancelled
683,683,Basic,29,2025-01-18,,Active
684,684,Pro,45,2025-11-03,,Active
685,685,Pro,45,2025-10-09,,Active
686,686,Basic,29,2025-07-06,,Active
687,687,Pro,45,2025-12-14,,Active
688,688,Basic,29,2025-09-21,,Active
689,689,Basic,29,2025-04-19,,Active
690,690,Pro,45,2025-02-15,,Active
691,691,Basic,29,2025-07-13,,Active
692,692,Basic,29,2025-05-26,,Active
693,693,Enterprise,79,2025-12-18,,Active
694,694,Basic,29,2025-09-20,,Active
695,695,Basic,29,2025-11-26,,Active
696,696,Basic,29,2025-05-02,2025-08-19,Cancelled
697,697,Basic,29,2025-07-26,,Active
698,698,Basic,29,2025-08-06,2026-04-24,Cancelled
699,699,Basic,29,2025-03-08,,Active
700,700,Basic,29,2025-12-17,,Active
701,701,Pro,45,2025-12-13,,Active
702,702,Basic,29,2025-12-25,,Active
703,703,Basic,29,2025-09-08,,Active
704,704,Basic,29,2025-12-21,2026-11-19,Cancelled
705,705,Basic,29,2025-01-12,,Active
706,706,Basic,29,2025-02-19,,Active
707,707,Basic,29,2025-07-26,,Active
708,708,Pro,45,2025-01-26,,Active
709,709,Basic,29,2025-09-27,,Active
710,710,Basic,29,2025-05-07,,Active
711,711,Enterprise,79,2025-11-13,,Active
712,712,Basic,29,2025-12-17,2025-12-20,Cancelled
713,713,Basic,29,2025-08-13,,Active
714,714,Basic,29,2025-12-22,,Active
715,715,Enterprise,79,2025-05-24,,Active
716,716,Pro,45,2025-06-17,,Active
717,717,Basic,29,2025-03-24,,Active
718,718,Pro,45,2025-03-01,,Active
719,719,Basic,29,2025-12-10,,Active
720,720,Basic,29,2025-08-23,,Active
721,721,Basic,29,2025-05-18,,Active
722,722,Pro,45,2025-07-14,,Active
723,723,Pro,45,2025-05-24,,Active
724,724,Basic,29,2025-06-30,,Active
725,725,Enterprise,79,2025-01-31,,Active
726,726,Enterprise,79,2025-07-02,2026-09-22,Cancelled
727,727,Pro,45,2025-01-14,,Active
728,728,Basic,29,2025-08-11,,Active
729,729,Basic,29,2025-01-30,,Active
730,730,Basic,29,2025-02-13,,Active
731,731,Pro,45,2025-10-31,,Active
732,732,Enterprise,79,2025-08-20,,Active
733,733,Basic,29,2025-06-20,,Active
734,734,Basic,29,2025-03-07,2026-08-05,Cancelled
735,735,Basic,29,2025-04-12,2025-12-21,Cancelled
736,736,Pro,45,2025-09-23,,Active
737,737,Pro,45,2025-11-30,,Active
738,738,Enterprise,79,2025-10-18,,Active
739,739,Basic,29,2025-01-05,2025-04-19,Cancelled
740,740,Pro,45,2025-03-27,,Active
741,741,Basic,29,2025-08-21,,Active
742,742,Basic,29,2025-08-08,,Active
743,743,Pro,45,2025-09-06,,Active
744,744,Basic,29,2025-05-29,,Active
745,745,Basic,29,2025-08-26,,Active
746,746,Pro,45,2025-12-21,,Active
747,747,Basic,29,2025-01-08,,Active
748,748,Pro,45,2025-05-09,,Active
749,749,Basic,29,2025-10-31,,Active
750,750,Basic,29,2025-02-17,,Active
751,751,Basic,29,2025-11-28,,Active
752,752,Basic,29,2025-05-30,,Active
753,753,Basic,29,2025-12-10,2026-02-06,Cancelled
754,754,Enterprise,79,2025-07-09,,Active
755,755,Pro,45,2025-01-07,,Active
756,756,Basic,29,2025-09-17,,Active
757,757,Basic,29,2025-01-15,,Active
758,758,Pro,45,2025-03-08,,Active
759,759,Pro,45,2025-01-25,2026-05-03,Cancelled
760,760,Pro,45,2025-11-12,,Active
761,761,Enterprise,79,2025-05-05,,Active
762,762,Pro,45,2025-10-22,,Active
763,763,Basic,29,2025-02-21,,Active
764,764,Basic,29,2025-01-03,,Active
765,765,Basic,29,2025-02-25,,Active
766,766,Basic,29,2025-10-06,,Active
767,767,Basic,29,2025-02-07,,Active
768,768,Pro,45,2025-04-18,,Active
769,769,Enterprise,79,2025-12-25,,Active
770,770,Basic,29,2025-01-17,,Active
771,771,Pro,45,2025-01-28,2025-09-07,Cancelled
772,772,Enterprise,79,2025-05-07,,Active
773,773,Basic,29,2025-08-16,2026-06-03,Cancelled
774,774,Enterprise,79,2025-06-27,,Active
775,775,Basic,29,2025-01-24,2025-05-04,Cancelled
776,776,Basic,29,2025-12-11,,Active
777,777,Pro,45,2025-02-03,,Active
778,778,Enterprise,79,2025-01-06,2025-01-19,Cancelled
779,779,Pro,45,2025-12-21,,Active
780,780,Enterprise,79,2025-01-14,2026-10-28,Cancelled
781,781,Basic,29,2025-10-20,,Active
782,782,Basic,29,2025-01-07,2026-10-08,Cancelled
783,783,Enterprise,79,2025-12-06,,Active
784,784,Basic,29,2025-01-28,,Active
785,785,Pro,45,2025-08-12,,Active
786,786,Pro,45,2025-05-22,2026-08-24,Cancelled
787,787,Basic,29,2025-10-01,,Active
788,788,Pro,45,2025-10-20,,Active
789,789,Basic,29,2025-09-22,,Active
790,790,Basic,29,2025-07-02,,Active
791,791,Basic,29,2025-12-13,,Active
792,792,Enterprise,79,2025-03-05,,Active
793,793,Pro,45,2025-06-11,,Active
794,794,Basic,29,2025-01-25,,Active
795,795,Basic,29,2025-08-19,,Active
796,796,Basic,29,2025-03-08,,Active
797,797,Basic,29,2025-04-21,,Active
798,798,Basic,29,2025-04-03,,Active
799,799,Basic,29,2025-08-07,,Active
800,800,Basic,29,2025-07-27,,Active
801,801,Pro,45,2025-03-02,,Active
802,802,Basic,29,2025-10-20,,Active
803,803,Basic,29,2025-07-06,,Active
804,804,Basic,29,2025-05-19,,Active
805,805,Basic,29,2025-01-09,,Active
806,806,Basic,29,2025-05-04,,Active
807,807,Basic,29,2025-05-25,2025-10-22,Cancelled
808,808,Basic,29,2025-10-10,,Active
809,809,Pro,45,2025-12-15,,Active
810,810,Pro,45,2025-05-11,,Active
811,811,Basic,29,2025-06-10,2026-12-06,Cancelled
812,812,Pro,45,2025-08-04,,Active
813,813,Pro,45,2025-01-11,,Active
814,814,Basic,29,2025-06-12,2026-03-23,Cancelled
815,815,Basic,29,2025-08-21,,Active
816,816,Enterprise,79,2025-07-19,,Active
817,817,Pro,45,2025-02-22,,Active
818,818,Basic,29,2025-12-30,,Active
819,819,Basic,29,2025-12-05,,Active
820,820,Pro,45,2025-08-14,2026-05-12,Cancelled
821,821,Basic,29,2025-12-24,,Active
822,822,Basic,29,2025-08-27,,Active
823,823,Pro,45,2025-11-15,,Active
824,824,Basic,29,2025-10-24,,Active
825,825,Pro,45,2025-09-25,,Active
826,826,Pro,45,2025-01-31,,Active
827,827,Enterprise,79,2025-08-19,,Active
828,828,Basic,29,2025-10-31,,Active
829,829,Enterprise,79,2025-02-26,,Active
830,830,Pro,45,2025-07-16,,Active
831,831,Basic,29,2025-03-08,,Active
832,832,Pro,45,2025-07-04,2026-04-25,Cancelled
833,833,Pro,45,2025-06-14,,Active
834,834,Basic,29,2025-07-12,2025-09-01,Cancelled
835,835,Pro,45,2025-04-21,,Active
836,836,Basic,29,2025-11-29,,Active
837,837,Pro,45,2025-01-05,,Active
838,838,Pro,45,2025-08-18,,Active
839,839,Basic,29,2025-03-19,,Active
840,840,Basic,29,2025-10-25,,Active
841,841,Basic,29,2025-06-07,,Active
842,842,Enterprise,79,2025-02-22,,Active
843,843,Pro,45,2025-08-23,,Active
844,844,Pro,45,2025-10-26,2025-10-26,Cancelled
845,845,Basic,29,2025-10-24,,Active
846,846,Basic,29,2025-06-28,,Active
847,847,Basic,29,2025-02-22,,Active
848,848,Basic,29,2025-08-11,,Active
849,849,Basic,29,2025-08-28,,Active
850,850,Basic,29,2025-05-16,,Active
851,851,Basic,29,2025-06-09,,Active
852,852,Pro,45,2025-05-12,,Active
853,853,Pro,45,2025-01-08,,Active
854,854,Basic,29,2025-02-07,,Active
855,855,Enterprise,79,2025-04-27,,Active
856,856,Basic,29,2025-04-13,,Active
857,857,Pro,45,2025-11-24,,Active
858,858,Pro,45,2025-09-11,,Active
859,859,Pro,45,2025-07-20,,Active
860,860,Basic,29,2025-08-13,,Active
861,861,Basic,29,2025-01-24,,Active
862,862,Pro,45,2025-06-09,,Active
863,863,Pro,45,2025-09-08,,Active
864,864,Pro,45,2025-11-06,,Active
865,865,Pro,45,2025-03-03,,Active
866,866,Pro,45,2025-07-08,,Active
867,867,Enterprise,79,2025-09-18,2026-03-03,Cancelled
868,868,Pro,45,2025-12-29,,Active
869,869,Pro,45,2025-02-17,,Active
870,870,Basic,29,2025-12-30,,Active
871,871,Basic,29,2025-07-10,,Active
872,872,Basic,29,2025-12-08,,Active
873,873,Basic,29,2025-11-23,,Active
874,874,Enterprise,79,2025-09-30,2026-12-15,Cancelled
875,875,Pro,45,2025-12-27,,Active
876,876,Pro,45,2025-12-22,,Active
877,877,Basic,29,2025-11-16,,Active
878,878,Basic,29,2025-04-12,,Active
879,879,Basic,29,2025-09-07,,Active
880,880,Enterprise,79,2025-08-12,,Active
881,881,Enterprise,79,2025-06-25,,Active
882,882,Pro,45,2025-05-23,,Active
883,883,Basic,29,2025-09-09,,Active
884,884,Pro,45,2025-01-20,,Active
885,885,Enterprise,79,2025-02-15,,Active
886,886,Basic,29,2025-03-29,,Active
887,887,Basic,29,2025-06-17,,Active
888,888,Pro,45,2025-06-08,,Active
889,889,Pro,45,2025-08-15,,Active
890,890,Pro,45,2025-09-24,,Active
891,891,Pro,45,2025-05-10,,Active
892,892,Basic,29,2025-04-28,,Active
893,893,Basic,29,2025-07-11,,Active
894,894,Basic,29,2025-02-15,,Active
895,895,Pro,45,2025-08-27,,Active
896,896,Basic,29,2025-07-10,,Active
897,897,Basic,29,2025-03-31,2026-07-07,Cancelled
898,898,Basic,29,2025-06-21,,Active
899,899,Basic,29,2025-02-18,,Active
900,900,Basic,29,2025-12-12,,Active
901,901,Basic,29,2025-12-24,,Active
902,902,Basic,29,2025-08-18,,Active
903,903,Basic,29,2025-07-06,,Active
904,904,Basic,29,2025-06-25,,Active
905,905,Pro,45,2025-04-20,,Active
906,906,Pro,45,2025-04-04,2025-12-28,Cancelled
907,907,Enterprise,79,2025-09-09,,Active
908,908,Basic,29,2025-12-17,,Active
909,909,Pro,45,2025-07-05,2025-10-12,Cancelled
910,910,Basic,29,2025-06-18,2026-12-09,Cancelled
911,911,Basic,29,2025-10-05,,Active
912,912,Basic,29,2025-04-27,,Active
913,913,Pro,45,2025-08-02,,Active
914,914,Basic,29,2025-10-07,,Active
915,915,Pro,45,2025-09-14,2026-12-11,Cancelled
916,916,Pro,45,2025-05-02,,Active
917,917,Pro,45,2025-01-31,,Active
918,918,Basic,29,2025-02-15,,Active
919,919,Pro,45,2025-10-09,,Active
920,920,Basic,29,2025-02-22,,Active
921,921,Basic,29,2025-02-26,,Active
922,922,Basic,29,2025-07-04,,Active
923,923,Basic,29,2025-11-30,,Active
924,924,Pro,45,2025-09-02,2026-09-22,Cancelled
925,925,Pro,45,2025-08-04,2025-08-17,Cancelled
926,926,Pro,45,2025-01-08,,Active
927,927,Pro,45,2025-08-30,,Active
928,928,Basic,29,2025-05-14,,Active
929,929,Basic,29,2025-10-08,,Active
930,930,Basic,29,2025-04-20,,Active
931,931,Pro,45,2025-11-05,,Active
932,932,Pro,45,2025-12-09,,Active
933,933,Pro,45,2025-08-28,,Active
934,934,Basic,29,2025-12-15,2026-10-12,Cancelled
935,935,Pro,45,2025-11-07,,Active
936,936,Basic,29,2025-11-16,,Active
937,937,Basic,29,2025-10-10,,Active
938,938,Basic,29,2025-02-17,2025-05-03,Cancelled
939,939,Basic,29,2025-04-22,,Active
940,940,Pro,45,2025-02-28,2025-08-24,Cancelled
941,941,Basic,29,2025-12-15,,Active
942,942,Enterprise,79,2025-10-06,2026-09-23,Cancelled
943,943,Basic,29,2025-06-02,,Active
944,944,Pro,45,2025-12-07,2026-03-09,Cancelled
945,945,Basic,29,2025-11-18,,Active
946,946,Enterprise,79,2025-08-31,,Active
947,947,Pro,45,2025-01-15,,Active
948,948,Basic,29,2025-02-06,,Active
949,949,Pro,45,2025-08-19,,Active
950,950,Basic,29,2025-01-24,,Active
951,951,Basic,29,2025-06-24,,Active
952,952,Pro,45,2025-10-05,,Active
953,953,Basic,29,2025-08-11,,Active
954,954,Basic,29,2025-11-16,,Active
955,955,Pro,45,2025-01-25,,Active
956,956,Pro,45,2025-08-06,,Active
957,957,Basic,29,2025-12-28,2026-02-21,Cancelled
958,958,Basic,29,2025-06-27,,Active
959,959,Pro,45,2025-10-17,2026-05-18,Cancelled
960,960,Pro,45,2025-05-24,,Active
961,961,Pro,45,2025-07-08,,Active
962,962,Basic,29,2025-03-25,,Active
963,963,Pro,45,2025-08-11,,Active
964,964,Basic,29,2025-02-21,,Active
965,965,Basic,29,2025-05-07,,Active
966,966,Enterprise,79,2025-07-30,,Active
967,967,Basic,29,2025-09-02,,Active
968,968,Pro,45,2025-07-30,,Active
969,969,Basic,29,2025-02-16,,Active
970,970,Basic,29,2025-02-02,,Active
971,971,Pro,45,2025-06-19,,Active
972,972,Pro,45,2025-07-30,,Active
973,973,Enterprise,79,2025-03-07,,Active
974,974,Enterprise,79,2025-06-10,,Active
975,975,Basic,29,2025-08-16,2026-01-11,Cancelled
976,976,Enterprise,79,2025-06-08,,Active
977,977,Basic,29,2025-02-09,,Active
978,978,Basic,29,2025-07-14,,Active
979,979,Basic,29,2025-12-20,,Active
980,980,Enterprise,79,2025-12-29,,Active
981,981,Basic,29,2025-08-16,,Active
982,982,Basic,29,2025-11-19,,Active
983,983,Pro,45,2025-12-10,,Active
984,984,Enterprise,79,2025-05-13,,Active
985,985,Pro,45,2025-01-02,,Active
986,986,Pro,45,2025-11-02,,Active
987,987,Enterprise,79,2025-11-18,,Active
988,988,Basic,29,2025-06-22,,Active
989,989,Pro,45,2025-03-27,,Active
990,990,Pro,45,2025-03-18,,Active
991,991,Pro,45,2025-10-14,,Active
992,992,Enterprise,79,2025-04-11,,Active
993,993,Basic,29,2025-04-09,,Active
994,994,Pro,45,2025-11-28,,Active
995,995,Pro,45,2025-05-21,2026-04-15,Cancelled
996,996,Basic,29,2025-05-03,2026-02-05,Cancelled
997,997,Basic,29,2025-06-14,,Active
998,998,Basic,29,2025-06-17,,Active
999,999,Enterprise,79,2025-04-03,2026-06-03,Cancelled
1000,1000,Basic,29,2025-06-20,,Active
1001,1001,Pro,45,2025-05-02,,Active
1002,1002,Enterprise,79,2025-08-26,2026-05-06,Cancelled
1003,1003,Basic,29,2025-08-28,,Active
1004,1004,Pro,45,2025-12-08,,Active
1005,1005,Pro,45,2025-02-11,,Active
1006,1006,Enterprise,79,2025-04-10,,Active
1007,1007,Pro,45,2025-02-19,,Active
1008,1008,Basic,29,2025-07-02,,Active
1009,1009,Basic,29,2025-01-23,,Active
1010,1010,Basic,29,2025-09-06,,Active
1011,1011,Basic,29,2025-09-26,,Active
1012,1012,Basic,29,2025-12-07,,Active
1013,1013,Pro,45,2025-08-31,,Active
1014,1014,Pro,45,2025-03-13,,Active
1015,1015,Pro,45,2025-06-21,,Active
1016,1016,Pro,45,2025-03-09,,Active
1017,1017,Basic,29,2025-12-20,2026-07-17,Cancelled
1018,1018,Basic,29,2025-04-04,,Active
1019,1019,Basic,29,2025-02-26,,Active
1020,1020,Basic,29,2025-06-16,,Active
1021,1021,Pro,45,2025-05-08,,Active
1022,1022,Basic,29,2025-03-23,,Active
1023,1023,Pro,45,2025-10-19,2026-07-30,Cancelled
1024,1024,Basic,29,2025-07-12,,Active
1025,1025,Basic,29,2025-12-02,,Active
1026,1026,Pro,45,2025-08-02,,Active
1027,1027,Basic,29,2025-08-30,,Active
1028,1028,Basic,29,2025-01-10,,Active
1029,1029,Basic,29,2025-08-01,,Active
1030,1030,Pro,45,2025-03-19,,Active
1031,1031,Enterprise,79,2025-10-15,,Active
1032,1032,Pro,45,2025-10-22,,Active
1033,1033,Basic,29,2025-10-18,2026-08-14,Cancelled
1034,1034,Basic,29,2025-11-04,,Active
1035,1035,Basic,29,2025-01-12,,Active
1036,1036,Basic,29,2025-05-12,,Active
1037,1037,Basic,29,2025-12-25,,Active
1038,1038,Basic,29,2025-01-25,,Active
1039,1039,Basic,29,2025-03-08,,Active
1040,1040,Basic,29,2025-12-20,,Active
1041,1041,Basic,29,2025-03-08,2025-11-01,Cancelled
1042,1042,Pro,45,2025-01-27,,Active
1043,1043,Pro,45,2025-07-04,,Active
1044,1044,Pro,45,2025-03-20,,Active
1045,1045,Basic,29,2025-05-08,,Active
1046,1046,Pro,45,2025-05-15,2026-12-28,Cancelled
1047,1047,Basic,29,2025-10-12,,Active
1048,1048,Basic,29,2025-12-10,2026-12-03,Cancelled
1049,1049,Pro,45,2025-06-09,,Active
1050,1050,Pro,45,2025-06-25,,Active
1051,1051,Pro,45,2025-06-29,2025-10-08,Cancelled
1052,1052,Pro,45,2025-10-03,,Active
1053,1053,Basic,29,2025-09-13,,Active
1054,1054,Enterprise,79,2025-02-09,,Active
1055,1055,Pro,45,2025-04-17,2025-09-28,Cancelled
1056,1056,Basic,29,2025-09-28,,Active
1057,1057,Basic,29,2025-08-21,,Active
1058,1058,Basic,29,2025-01-07,,Active
1059,1059,Basic,29,2025-11-06,,Active
1060,1060,Basic,29,2025-05-06,,Active
1061,1061,Basic,29,2025-03-25,,Active
1062,1062,Basic,29,2025-01-26,,Active
1063,1063,Basic,29,2025-10-26,,Active
1064,1064,Basic,29,2025-09-03,,Active
1065,1065,Pro,45,2025-05-04,,Active
1066,1066,Pro,45,2025-07-18,,Active
1067,1067,Enterprise,79,2025-04-30,,Active
1068,1068,Basic,29,2025-03-20,,Active
1069,1069,Enterprise,79,2025-04-19,,Active
1070,1070,Basic,29,2025-03-30,,Active
1071,1071,Basic,29,2025-11-08,,Active
1072,1072,Enterprise,79,2025-09-02,,Active
1073,1073,Enterprise,79,2025-02-18,,Active
1074,1074,Basic,29,2025-07-01,,Active
1075,1075,Basic,29,2025-06-24,,Active
1076,1076,Pro,45,2025-05-27,,Active
1077,1077,Basic,29,2025-01-08,,Active
1078,1078,Basic,29,2025-03-10,,Active
1079,1079,Basic,29,2025-05-10,,Active
1080,1080,Pro,45,2025-10-09,,Active
1081,1081,Enterprise,79,2025-07-10,,Active
1082,1082,Basic,29,2025-03-05,,Active
1083,1083,Basic,29,2025-01-23,,Active
1084,1084,Basic,29,2025-09-03,,Active
1085,1085,Pro,45,2025-02-27,,Active
1086,1086,Basic,29,2025-10-04,,Active
1087,1087,Pro,45,2025-03-06,2026-12-23,Cancelled
1088,1088,Pro,45,2025-10-20,2025-11-10,Cancelled
1089,1089,Basic,29,2025-06-04,,Active
1090,1090,Basic,29,2025-06-12,,Active
1091,1091,Basic,29,2025-03-18,,Active
1092,1092,Basic,29,2025-11-11,,Active
1093,1093,Enterprise,79,2025-12-04,,Active
1094,1094,Basic,29,2025-04-02,,Active
1095,1095,Basic,29,2025-08-15,,Active
1096,1096,Basic,29,2025-12-29,,Active
1097,1097,Pro,45,2025-06-04,,Active
1098,1098,Pro,45,2025-06-06,,Active
1099,1099,Pro,45,2025-10-19,,Active
1100,1100,Enterprise,79,2025-01-02,2025-07-22,Cancelled
1101,1101,Enterprise,79,2025-08-24,2025-10-21,Cancelled
1102,1102,Pro,45,2025-10-13,,Active
1103,1103,Basic,29,2025-11-20,,Active
1104,1104,Pro,45,2025-09-15,,Active
1105,1105,Pro,45,2025-03-04,,Active
1106,1106,Basic,29,2025-02-17,,Active
1107,1107,Pro,45,2025-12-05,,Active
1108,1108,Basic,29,2025-10-16,,Active
1109,1109,Basic,29,2025-02-14,,Active
1110,1110,Basic,29,2025-02-19,,Active
1111,1111,Basic,29,2025-11-25,,Active
1112,1112,Pro,45,2025-02-11,,Active
1113,1113,Pro,45,2025-07-14,,Active
1114,1114,Basic,29,2025-02-17,,Active
1115,1115,Basic,29,2025-01-23,,Active
1116,1116,Basic,29,2025-11-29,,Active
1117,1117,Pro,45,2025-06-14,,Active
1118,1118,Basic,29,2025-04-20,,Active
1119,1119,Pro,45,2025-12-03,,Active
1120,1120,Pro,45,2025-06-21,2025-10-20,Cancelled
1121,1121,Pro,45,2025-01-04,,Active
1122,1122,Pro,45,2025-11-23,,Active
1123,1123,Basic,29,2025-07-20,,Active
1124,1124,Pro,45,2025-06-04,2025-06-23,Cancelled
1125,1125,Basic,29,2025-09-13,,Active
1126,1126,Basic,29,2025-05-23,,Active
1127,1127,Pro,45,2025-07-06,,Active
1128,1128,Enterprise,79,2025-06-18,,Active
1129,1129,Basic,29,2025-08-04,,Active
1130,1130,Basic,29,2025-11-15,,Active
1131,1131,Basic,29,2025-01-03,,Active
1132,1132,Basic,29,2025-08-07,,Active
1133,1133,Pro,45,2025-03-08,,Active
1134,1134,Basic,29,2025-07-27,,Active
1135,1135,Pro,45,2025-02-08,,Active
1136,1136,Basic,29,2025-08-22,,Active
1137,1137,Basic,29,2025-05-29,,Active
1138,1138,Basic,29,2025-01-28,,Active
1139,1139,Pro,45,2025-11-15,,Active
1140,1140,Basic,29,2025-08-23,,Active
1141,1141,Basic,29,2025-05-21,,Active
1142,1142,Pro,45,2025-05-28,,Active
1143,1143,Basic,29,2025-05-16,2025-09-02,Cancelled
1144,1144,Pro,45,2025-03-12,,Active
1145,1145,Basic,29,2025-01-04,,Active
1146,1146,Basic,29,2025-12-23,,Active
1147,1147,Basic,29,2025-03-13,,Active
1148,1148,Pro,45,2025-12-09,,Active
1149,1149,Pro,45,2025-11-25,,Active
1150,1150,Basic,29,2025-04-22,,Active
1151,1151,Pro,45,2026-07-06,,Active
1152,1152,Basic,29,2026-01-03,,Active
1153,1153,Enterprise,79,2026-09-23,,Active
1154,1154,Pro,45,2026-07-19,,Active
1155,1155,Basic,29,2026-04-07,,Active
1156,1156,Basic,29,2026-01-01,,Active
1157,1157,Pro,45,2026-12-13,,Active
1158,1158,Basic,29,2026-01-03,,Active
1159,1159,Basic,29,2026-07-25,,Active
1160,1160,Pro,45,2026-04-08,,Active
1161,1161,Enterprise,79,2026-02-12,,Active
1162,1162,Enterprise,79,2026-02-12,,Active
1163,1163,Basic,29,2026-09-16,,Active
1164,1164,Basic,29,2026-07-14,,Active
1165,1165,Basic,29,2026-02-18,,Active
1166,1166,Basic,29,2026-08-20,,Active
1167,1167,Basic,29,2026-08-28,,Active
1168,1168,Pro,45,2026-09-16,,Active
1169,1169,Basic,29,2026-03-15,,Active
1170,1170,Basic,29,2026-12-27,2026-12-29,Cancelled
1171,1171,Pro,45,2026-09-03,,Active
1172,1172,Basic,29,2026-02-12,2026-03-04,Cancelled
1173,1173,Basic,29,2026-01-16,,Active
1174,1174,Basic,29,2026-03-13,2026-08-24,Cancelled
1175,1175,Basic,29,2026-10-27,,Active
1176,1176,Basic,29,2026-05-25,,Active
1177,1177,Pro,45,2026-08-22,2026-09-14,Cancelled
1178,1178,Basic,29,2026-01-30,,Active
1179,1179,Basic,29,2026-10-07,,Active
1180,1180,Basic,29,2026-06-24,,Active
1181,1181,Basic,29,2026-03-06,,Active
1182,1182,Basic,29,2026-03-15,,Active
1183,1183,Basic,29,2026-08-07,,Active
1184,1184,Basic,29,2026-09-28,,Active
1185,1185,Basic,29,2026-04-15,,Active
1186,1186,Basic,29,2026-12-27,,Active
1187,1187,Pro,45,2026-01-01,,Active
1188,1188,Pro,45,2026-02-21,,Active
1189,1189,Enterprise,79,2026-03-27,,Active
1190,1190,Basic,29,2026-02-11,,Active
1191,1191,Pro,45,2026-11-14,,Active
1192,1192,Basic,29,2026-10-10,,Active
1193,1193,Basic,29,2026-03-15,,Active
1194,1194,Basic,29,2026-09-24,,Active
1195,1195,Basic,29,2026-02-08,2026-06-28,Cancelled
1196,1196,Basic,29,2026-02-12,,Active
1197,1197,Basic,29,2026-02-25,,Active
1198,1198,Basic,29,2026-11-14,,Active
1199,1199,Basic,29,2026-04-30,,Active
1200,1200,Basic,29,2026-02-09,2026-10-05,Cancelled
1201,1201,Pro,45,2026-03-30,,Active
1202,1202,Basic,29,2026-12-10,,Active
1203,1203,Basic,29,2026-05-19,2026-07-20,Cancelled
1204,1204,Basic,29,2026-06-16,,Active
1205,1205,Basic,29,2026-11-14,2026-12-07,Cancelled
1206,1206,Enterprise,79,2026-11-07,,Active
1207,1207,Pro,45,2026-06-01,,Active
1208,1208,Basic,29,2026-04-19,,Active
1209,1209,Basic,29,2026-07-06,,Active
1210,1210,Pro,45,2026-08-02,,Active
1211,1211,Basic,29,2026-07-24,,Active
1212,1212,Pro,45,2026-05-21,,Active
1213,1213,Pro,45,2026-04-25,,Active
1214,1214,Basic,29,2026-10-18,,Active
1215,1215,Pro,45,2026-05-25,2026-08-22,Cancelled
1216,1216,Pro,45,2026-02-27,,Active
1217,1217,Basic,29,2026-10-16,,Active
1218,1218,Pro,45,2026-10-31,,Active
1219,1219,Basic,29,2026-07-15,,Active
1220,1220,Pro,45,2026-07-14,,Active
1221,1221,Pro,45,2026-10-16,,Active
1222,1222,Basic,29,2026-11-23,,Active
