feature_usage_id,user_id,feature_name,usage_month,usage_count
3129,43,Trading Signals,2025-07-01,39
3130,43,Risk Analytics,2025-07-01,15
3131,43,Custom Dashboards,2025-08-01,26
3132,43,Portfolio Tracker,2025-08-01,26
3133,43,Market Scanner,2025-08-01,47
3134,43,Custom Dashboards,2025-09-01,24
3135,43,API Access,2025-10-01,38
3136,43,Trading Signals,2025-11-01,49
3137,43,Portfolio Tracker,2025-11-01,8
3138,43,Custom Dashboards,2025-12-01,35
3139,43,Risk Analytics,2025-12-01,49
3140,43,Trading Signals,2025-12-01,10
3141,43,Trading Signals,2026-01-01,29
3142,43,Custom Dashboards,2026-01-01,10
3143,43,Portfolio Tracker,2026-02-01,9
3144,43,Custom Dashboards,2026-02-01,33
3145,43,Market Scanner,2026-02-01,1
3146,43,Custom Dashboards,2026-03-01,46
3147,43,Risk Analytics,2026-03-01,12
3148,43,Trading Signals,2026-04-01,29
3149,43,Portfolio Tracker,2026-04-01,3
3150,43,Risk Analytics,2026-04-01,42
3151,43,Custom Dashboards,2026-05-01,20
3152,43,Risk Analytics,2026-06-01,9
3153,43,Market Scanner,2026-06-01,32
3154,43,Portfolio Tracker,2026-07-01,14
3155,43,Custom Dashboards,2026-07-01,1
3156,43,Market Scanner,2026-07-01,10
3157,43,Risk Analytics,2026-07-01,8
3158,43,Portfolio Tracker,2026-08-01,45
3159,43,Risk Analytics,2026-08-01,17
3160,43,API Access,2026-08-01,50
3161,43,Market Scanner,2026-08-01,49
3162,43,API Access,2026-09-01,33
3163,43,Risk Analytics,2026-09-01,31
3164,43,Portfolio Tracker,2026-09-01,32
3165,43,Custom Dashboards,2026-09-01,15
3166,43,Trading Signals,2026-10-01,26
3167,43,Risk Analytics,2026-10-01,3
3168,43,Portfolio Tracker,2026-10-01,27
3169,43,API Access,2026-11-01,28
3170,43,Trading Signals,2026-11-01,18
3171,43,Custom Dashboards,2026-11-01,6
3172,43,Risk Analytics,2026-11-01,10
3173,43,Risk Analytics,2026-12-01,7
3174,43,Trading Signals,2026-12-01,39
3175,44,API Access,2024-11-01,14
3176,44,Custom Dashboards,2024-11-01,15
3177,44,Trading Signals,2024-11-01,32
3178,44,Portfolio Tracker,2024-11-01,23
3179,44,Custom Dashboards,2024-12-01,35
3180,44,Portfolio Tracker,2024-12-01,9
3181,44,Trading Signals,2025-01-01,41
3182,44,Market Scanner,2025-02-01,18
3183,44,API Access,2025-02-01,14
3184,44,Custom Dashboards,2025-02-01,2
3185,44,Trading Signals,2025-03-01,15
3186,44,Market Scanner,2025-03-01,21
3187,44,API Access,2025-03-01,18
3188,44,Custom Dashboards,2025-04-01,25
3189,44,API Access,2025-04-01,1
3190,44,Custom Dashboards,2025-05-01,36
3191,44,Portfolio Tracker,2025-05-01,6
3192,44,Market Scanner,2025-05-01,7
3193,44,API Access,2025-05-01,37
3194,44,API Access,2025-06-01,4
3195,44,Risk Analytics,2025-06-01,7
3196,44,Trading Signals,2025-06-01,8
3197,44,Market Scanner,2025-07-01,1
3198,44,Custom Dashboards,2025-07-01,48
3199,44,Trading Signals,2025-07-01,14
3200,44,Trading Signals,2025-08-01,35
3201,44,API Access,2025-09-01,24
3202,44,Custom Dashboards,2025-09-01,33
3203,44,Custom Dashboards,2025-10-01,26
3204,44,Market Scanner,2025-10-01,32
3205,44,Risk Analytics,2025-10-01,38
3206,44,Risk Analytics,2025-11-01,50
3207,44,API Access,2025-11-01,16
3208,44,Custom Dashboards,2025-11-01,44
3209,44,Trading Signals,2025-12-01,24
3210,44,Custom Dashboards,2025-12-01,23
3211,44,Market Scanner,2025-12-01,3
3212,44,Risk Analytics,2025-12-01,23
3213,44,Portfolio Tracker,2026-01-01,34
3214,44,Risk Analytics,2026-01-01,14
3215,44,Market Scanner,2026-01-01,17
3216,44,Trading Signals,2026-01-01,20
3217,44,Portfolio Tracker,2026-02-01,42
3218,44,Trading Signals,2026-02-01,36
3219,44,API Access,2026-03-01,31
3220,44,Portfolio Tracker,2026-04-01,20
3221,44,Custom Dashboards,2026-04-01,27
3222,44,Trading Signals,2026-04-01,36
3223,44,API Access,2026-04-01,41
3224,44,Portfolio Tracker,2026-05-01,21
3225,44,Risk Analytics,2026-05-01,36
3226,44,Custom Dashboards,2026-05-01,28
3227,44,API Access,2026-05-01,10
3228,44,Risk Analytics,2026-06-01,20
3229,44,Market Scanner,2026-07-01,18
3230,44,Market Scanner,2026-08-01,10
3231,44,Trading Signals,2026-08-01,3
3232,44,API Access,2026-08-01,11
3233,44,Custom Dashboards,2026-08-01,46
3234,44,Market Scanner,2026-09-01,6
3235,44,Risk Analytics,2026-10-01,33
3236,44,Risk Analytics,2026-11-01,10
3237,44,Risk Analytics,2026-12-01,41
3238,44,Custom Dashboards,2026-12-01,50
3239,45,Market Scanner,2024-12-01,8
3240,45,Custom Dashboards,2024-12-01,42
3241,45,Trading Signals,2024-12-01,7
3242,45,Portfolio Tracker,2024-12-01,35
3243,45,API Access,2025-01-01,20
3244,45,Risk Analytics,2025-01-01,8
3245,45,Portfolio Tracker,2025-01-01,9
3246,45,Trading Signals,2025-01-01,8
3247,45,Custom Dashboards,2025-02-01,50
3248,45,Risk Analytics,2025-02-01,5
3249,45,Trading Signals,2025-02-01,21
3250,45,Market Scanner,2025-02-01,20
3251,45,Market Scanner,2025-03-01,48
3252,45,Portfolio Tracker,2025-03-01,27
3253,45,Trading Signals,2025-03-01,27
3254,45,Custom Dashboards,2025-03-01,8
3255,45,Custom Dashboards,2025-04-01,24
3256,45,API Access,2025-04-01,50
3257,45,Risk Analytics,2025-05-01,46
3258,45,Trading Signals,2025-05-01,29
3259,45,API Access,2025-05-01,28
3260,45,Custom Dashboards,2025-05-01,36
3261,45,Risk Analytics,2025-06-01,13
3262,45,Market Scanner,2025-06-01,35
3263,45,API Access,2025-06-01,4
3264,45,Trading Signals,2025-06-01,17
3265,45,Risk Analytics,2025-07-01,13
3266,45,Trading Signals,2025-07-01,23
3267,45,API Access,2025-07-01,17
3268,45,Portfolio Tracker,2025-07-01,9
3269,45,Portfolio Tracker,2025-08-01,43
3270,45,Risk Analytics,2025-09-01,43
3271,45,Trading Signals,2025-09-01,17
3272,45,Trading Signals,2025-10-01,14
3273,45,API Access,2025-10-01,12
3274,45,Market Scanner,2025-11-01,1
3275,45,API Access,2025-11-01,33
3276,45,Risk Analytics,2025-11-01,42
3277,45,Trading Signals,2025-11-01,37
3278,45,Custom Dashboards,2025-12-01,44
3279,45,Portfolio Tracker,2025-12-01,35
3280,45,Market Scanner,2025-12-01,39
3281,45,API Access,2025-12-01,46
3282,45,Market Scanner,2026-01-01,10
3283,45,Trading Signals,2026-01-01,23
3284,45,Portfolio Tracker,2026-01-01,18
3285,45,Risk Analytics,2026-02-01,49
3286,45,Market Scanner,2026-02-01,18
3287,45,Custom Dashboards,2026-02-01,18
3288,45,API Access,2026-03-01,34
3289,45,Trading Signals,2026-03-01,11
3290,45,Trading Signals,2026-04-01,22
3291,45,Portfolio Tracker,2026-05-01,21
3292,45,API Access,2026-05-01,2
3293,45,Trading Signals,2026-05-01,18
3294,45,Market Scanner,2026-05-01,44
3295,45,Custom Dashboards,2026-06-01,36
3296,45,Market Scanner,2026-06-01,23
3297,45,Trading Signals,2026-06-01,11
3298,45,Risk Analytics,2026-06-01,13
3299,45,Risk Analytics,2026-07-01,28
3300,45,Market Scanner,2026-08-01,2
3301,45,API Access,2026-09-01,18
3302,45,Risk Analytics,2026-10-01,15
3303,45,Portfolio Tracker,2026-10-01,3
3304,45,Market Scanner,2026-10-01,1
3305,45,Trading Signals,2026-10-01,17
3306,45,API Access,2026-11-01,48
3307,45,Market Scanner,2026-11-01,8
3308,45,API Access,2026-12-01,11
3309,45,Trading Signals,2026-12-01,4
3310,45,Risk Analytics,2026-12-01,21
3311,45,Portfolio Tracker,2026-12-01,7
3312,46,Risk Analytics,2024-04-01,25
3313,46,Custom Dashboards,2024-04-01,31
3314,46,Custom Dashboards,2024-05-01,49
3315,46,Portfolio Tracker,2024-05-01,41
3316,46,Trading Signals,2024-06-01,11
3317,46,Risk Analytics,2024-06-01,28
3318,46,Portfolio Tracker,2024-06-01,40
3319,46,Market Scanner,2024-06-01,10
3320,46,Market Scanner,2024-07-01,33
3321,46,Trading Signals,2024-07-01,11
3322,46,Custom Dashboards,2024-07-01,12
3323,46,Portfolio Tracker,2024-07-01,28
3324,46,Portfolio Tracker,2024-08-01,22
3325,46,Risk Analytics,2024-08-01,17
3326,46,Market Scanner,2024-08-01,24
3327,46,Trading Signals,2024-09-01,2
3328,46,Market Scanner,2024-10-01,45
3329,46,Trading Signals,2024-10-01,35
3330,46,Trading Signals,2024-11-01,41
3331,46,Custom Dashboards,2024-11-01,3
3332,46,Risk Analytics,2024-11-01,23
3333,46,Market Scanner,2024-11-01,41
3334,46,Custom Dashboards,2024-12-01,46
3335,46,API Access,2024-12-01,50
3336,46,Trading Signals,2024-12-01,4
3337,46,Custom Dashboards,2025-01-01,27
3338,46,API Access,2025-01-01,14
3339,46,Portfolio Tracker,2025-01-01,29
3340,46,Trading Signals,2025-01-01,30
3341,46,API Access,2025-02-01,46
3342,46,Market Scanner,2025-02-01,21
3343,46,API Access,2025-03-01,46
3344,46,Market Scanner,2025-03-01,19
3345,46,Trading Signals,2025-03-01,5
3346,46,Portfolio Tracker,2025-04-01,46
3347,46,Market Scanner,2025-04-01,31
3348,46,Trading Signals,2025-04-01,14
3349,46,API Access,2025-05-01,10
3350,46,Risk Analytics,2025-05-01,31
3351,46,Portfolio Tracker,2025-06-01,34
3352,46,Trading Signals,2025-06-01,35
3353,46,API Access,2025-06-01,19
3354,46,Trading Signals,2025-07-01,28
3355,46,Market Scanner,2025-07-01,26
3356,46,Risk Analytics,2025-07-01,5
3357,46,Custom Dashboards,2025-08-01,5
3358,46,Custom Dashboards,2025-09-01,8
3359,46,Market Scanner,2025-09-01,17
3360,46,API Access,2025-09-01,32
3361,46,Portfolio Tracker,2025-09-01,31
3362,46,API Access,2025-10-01,31
3363,46,Risk Analytics,2025-10-01,41
3364,46,Custom Dashboards,2025-10-01,38
3365,46,Portfolio Tracker,2025-11-01,47
3366,46,Market Scanner,2025-11-01,10
3367,46,Market Scanner,2025-12-01,23
3368,46,Risk Analytics,2025-12-01,39
3369,46,Custom Dashboards,2025-12-01,50
3370,46,Portfolio Tracker,2025-12-01,12
3371,46,Custom Dashboards,2026-01-01,33
3372,46,API Access,2026-02-01,40
3373,46,Market Scanner,2026-02-01,34
3374,46,Market Scanner,2026-03-01,17
3375,46,API Access,2026-03-01,19
3376,46,Trading Signals,2026-03-01,42
3377,46,Market Scanner,2026-04-01,41
3378,46,Risk Analytics,2026-04-01,8
3379,46,API Access,2026-04-01,31
3380,46,Custom Dashboards,2026-04-01,29
3381,46,Trading Signals,2026-05-01,11
3382,46,Portfolio Tracker,2026-05-01,48
3383,46,Risk Analytics,2026-05-01,23
3384,46,API Access,2026-05-01,14
3385,46,Trading Signals,2026-06-01,8
3386,46,API Access,2026-06-01,25
3387,46,Market Scanner,2026-06-01,11
3388,46,Custom Dashboards,2026-06-01,43
3389,46,Trading Signals,2026-07-01,18
3390,46,API Access,2026-07-01,48
3391,46,Risk Analytics,2026-08-01,32
3392,46,API Access,2026-08-01,49
3393,46,Portfolio Tracker,2026-08-01,44
3394,46,Market Scanner,2026-09-01,37
3395,46,Trading Signals,2026-09-01,21
3396,46,Trading Signals,2026-10-01,2
3397,46,API Access,2026-10-01,29
3398,46,Portfolio Tracker,2026-11-01,3
3399,46,API Access,2026-11-01,29
3400,46,Custom Dashboards,2026-11-01,24
3401,46,Trading Signals,2026-12-01,17
3402,46,API Access,2026-12-01,20
3403,46,Portfolio Tracker,2026-12-01,36
3404,46,Risk Analytics,2026-12-01,14
3405,47,Market Scanner,2024-05-01,50
3406,47,Portfolio Tracker,2024-05-01,4
3407,47,API Access,2024-05-01,15
3408,47,Risk Analytics,2024-05-01,47
3409,47,Portfolio Tracker,2024-06-01,47
3410,47,Market Scanner,2024-06-01,9
3411,47,Trading Signals,2024-07-01,30
3412,47,Risk Analytics,2024-07-01,26
3413,47,API Access,2024-07-01,44
3414,47,Portfolio Tracker,2024-07-01,43
3415,47,Portfolio Tracker,2024-08-01,33
3416,47,Custom Dashboards,2024-08-01,3
3417,47,Trading Signals,2024-08-01,35
3418,47,Risk Analytics,2024-08-01,32
3419,47,Market Scanner,2024-09-01,13
3420,47,Custom Dashboards,2024-09-01,38
3421,47,API Access,2024-09-01,9
3422,47,Risk Analytics,2024-09-01,22
3423,47,Portfolio Tracker,2024-10-01,6
3424,47,Custom Dashboards,2024-10-01,27
3425,47,Market Scanner,2024-10-01,17
3426,47,Risk Analytics,2024-10-01,10
3427,47,Custom Dashboards,2024-11-01,45
3428,47,Trading Signals,2024-11-01,13
3429,47,Trading Signals,2024-12-01,18
3430,47,API Access,2024-12-01,2
3431,47,Market Scanner,2024-12-01,48
3432,47,Market Scanner,2025-01-01,30
3433,47,Risk Analytics,2025-02-01,10
3434,47,Custom Dashboards,2025-02-01,11
3435,47,Portfolio Tracker,2025-02-01,22
3436,47,API Access,2025-02-01,15
3437,47,Market Scanner,2025-03-01,13
3438,47,Custom Dashboards,2025-03-01,37
3439,47,Trading Signals,2025-03-01,14
3440,47,Portfolio Tracker,2025-03-01,26
3441,47,Custom Dashboards,2025-04-01,18
3442,47,Portfolio Tracker,2025-04-01,2
3443,47,Custom Dashboards,2025-05-01,47
3444,47,Risk Analytics,2025-05-01,39
3445,47,Portfolio Tracker,2025-05-01,24
3446,47,Market Scanner,2025-05-01,40
3447,47,API Access,2025-06-01,1
3448,47,Market Scanner,2025-07-01,30
3449,47,Custom Dashboards,2025-08-01,42
3450,47,Market Scanner,2025-08-01,40
3451,47,Risk Analytics,2025-08-01,47
3452,47,Portfolio Tracker,2025-08-01,21
3453,47,Portfolio Tracker,2025-09-01,23
3454,47,API Access,2025-09-01,28
3455,47,Trading Signals,2025-09-01,35
3456,47,Risk Analytics,2025-10-01,49
3457,47,Portfolio Tracker,2025-10-01,11
3458,47,Market Scanner,2025-10-01,12
3459,47,Custom Dashboards,2025-11-01,18
3460,47,Market Scanner,2025-11-01,24
3461,47,Custom Dashboards,2025-12-01,4
3462,47,API Access,2025-12-01,29
3463,47,Market Scanner,2025-12-01,27
3464,47,Trading Signals,2025-12-01,30
3465,47,Custom Dashboards,2026-01-01,20
3466,47,Trading Signals,2026-02-01,38
3467,47,Portfolio Tracker,2026-03-01,23
3468,47,Custom Dashboards,2026-03-01,19
3469,47,API Access,2026-03-01,48
3470,47,API Access,2026-04-01,27
3471,47,Market Scanner,2026-05-01,13
3472,47,Portfolio Tracker,2026-05-01,15
3473,47,Trading Signals,2026-06-01,46
3474,47,Risk Analytics,2026-06-01,33
3475,47,Custom Dashboards,2026-06-01,45
3476,47,Custom Dashboards,2026-07-01,37
3477,47,API Access,2026-07-01,32
3478,47,Risk Analytics,2026-07-01,46
3479,47,Portfolio Tracker,2026-08-01,19
3480,47,API Access,2026-08-01,1
3481,47,Trading Signals,2026-08-01,21
3482,47,Market Scanner,2026-08-01,42
3483,47,Market Scanner,2026-09-01,47
3484,47,API Access,2026-09-01,31
3485,47,Custom Dashboards,2026-09-01,26
3486,47,Trading Signals,2026-09-01,9
3487,47,API Access,2026-10-01,38
3488,47,Risk Analytics,2026-10-01,13
3489,47,Portfolio Tracker,2026-10-01,2
3490,47,Risk Analytics,2026-11-01,23
3491,47,API Access,2026-11-01,19
3492,47,Custom Dashboards,2026-11-01,14
3493,47,Portfolio Tracker,2026-12-01,36
3494,47,Trading Signals,2026-12-01,41
3495,47,Custom Dashboards,2026-12-01,32
3496,48,API Access,2024-11-01,30
3497,48,Portfolio Tracker,2024-11-01,17
3498,48,Custom Dashboards,2024-11-01,44
3499,48,Custom Dashboards,2024-12-01,8
3500,48,API Access,2024-12-01,48
3501,48,Portfolio Tracker,2025-01-01,45
3502,48,Risk Analytics,2025-01-01,4
3503,48,API Access,2025-02-01,2
3504,48,Risk Analytics,2025-02-01,13
3505,48,Trading Signals,2025-02-01,37
3506,48,Custom Dashboards,2025-02-01,17
3507,48,Risk Analytics,2025-03-01,14
3508,48,Trading Signals,2025-03-01,13
3509,48,Custom Dashboards,2025-03-01,35
3510,48,Portfolio Tracker,2025-03-01,27
3511,48,Portfolio Tracker,2025-04-01,40
3512,48,Trading Signals,2025-04-01,25
3513,48,Risk Analytics,2025-05-01,4
3514,48,API Access,2025-05-01,37
3515,48,Risk Analytics,2025-06-01,36
3516,48,Trading Signals,2025-07-01,36
3517,48,API Access,2025-07-01,18
3518,48,Risk Analytics,2025-07-01,24
3519,48,Risk Analytics,2025-08-01,3
3520,48,Trading Signals,2025-08-01,25
3521,48,Custom Dashboards,2025-09-01,12
3522,48,API Access,2025-09-01,18
3523,48,Portfolio Tracker,2025-10-01,9
3524,48,Market Scanner,2025-10-01,15
3525,48,Custom Dashboards,2025-10-01,48
3526,48,Risk Analytics,2025-10-01,45
3527,48,Market Scanner,2025-11-01,10
3528,48,Portfolio Tracker,2025-11-01,47
3529,48,Trading Signals,2025-11-01,4
3530,48,Trading Signals,2025-12-01,48
3531,48,Custom Dashboards,2025-12-01,25
3532,48,Trading Signals,2026-01-01,22
3533,48,Portfolio Tracker,2026-02-01,3
3534,48,API Access,2026-02-01,42
3535,48,Custom Dashboards,2026-02-01,21
3536,48,Portfolio Tracker,2026-03-01,3
3537,48,Trading Signals,2026-04-01,44
3538,48,Market Scanner,2026-05-01,30
3539,48,Trading Signals,2026-05-01,41
3540,48,Risk Analytics,2026-05-01,12
3541,48,Custom Dashboards,2026-05-01,36
3542,48,Custom Dashboards,2026-06-01,4
3543,48,Portfolio Tracker,2026-06-01,28
3544,48,API Access,2026-07-01,27
3545,48,Trading Signals,2026-07-01,5
3546,48,Risk Analytics,2026-07-01,31
3547,48,Market Scanner,2026-07-01,10
3548,48,Portfolio Tracker,2026-08-01,13
3549,48,Market Scanner,2026-09-01,13
3550,48,Portfolio Tracker,2026-09-01,38
3551,48,Trading Signals,2026-09-01,7
3552,48,Risk Analytics,2026-09-01,1
3553,48,Custom Dashboards,2026-10-01,11
3554,48,Market Scanner,2026-11-01,31
3555,48,Trading Signals,2026-12-01,15
3556,49,Market Scanner,2024-09-01,41
3557,49,API Access,2024-10-01,12
3558,49,Trading Signals,2024-10-01,36
3559,49,Custom Dashboards,2024-10-01,15
3560,49,Portfolio Tracker,2024-10-01,34
3561,49,Market Scanner,2024-11-01,28
3562,49,API Access,2024-12-01,15
3563,49,Risk Analytics,2024-12-01,35
3564,49,Custom Dashboards,2024-12-01,19
3565,49,Trading Signals,2024-12-01,15
3566,49,API Access,2025-01-01,27
3567,49,Trading Signals,2025-01-01,15
3568,49,Market Scanner,2025-01-01,1
3569,49,API Access,2025-02-01,47
3570,49,Trading Signals,2025-02-01,4
3571,49,Portfolio Tracker,2025-02-01,23
3572,49,Trading Signals,2025-03-01,46
3573,49,Custom Dashboards,2025-04-01,44
3574,49,Market Scanner,2025-04-01,13
3575,49,API Access,2025-04-01,38
3576,49,Trading Signals,2025-04-01,7
3577,49,Trading Signals,2025-05-01,37
3578,49,Portfolio Tracker,2025-05-01,29
3579,49,Custom Dashboards,2025-05-01,27
3580,49,Risk Analytics,2025-06-01,10
3581,49,API Access,2025-06-01,9
3582,49,Market Scanner,2025-06-01,47
3583,49,API Access,2025-07-01,36
3584,49,Risk Analytics,2025-07-01,30
3585,49,Trading Signals,2025-08-01,12
3586,49,API Access,2025-08-01,49
3587,49,Market Scanner,2025-08-01,24
3588,49,Portfolio Tracker,2025-08-01,6
3589,49,Portfolio Tracker,2025-09-01,7
3590,49,Risk Analytics,2025-09-01,38
3591,49,Trading Signals,2025-10-01,19
3592,49,Custom Dashboards,2025-10-01,31
3593,49,Risk Analytics,2025-11-01,3
3594,49,API Access,2025-12-01,47
3595,49,Risk Analytics,2025-12-01,46
3596,49,Custom Dashboards,2025-12-01,41
3597,49,Risk Analytics,2026-01-01,16
3598,49,Market Scanner,2026-01-01,11
3599,49,Market Scanner,2026-02-01,22
3600,49,API Access,2026-02-01,37
3601,49,Portfolio Tracker,2026-02-01,16
3602,49,Risk Analytics,2026-02-01,22
3603,49,Trading Signals,2026-03-01,24
3604,49,Custom Dashboards,2026-03-01,12
3605,49,Risk Analytics,2026-04-01,8
3606,49,Trading Signals,2026-04-01,13
3607,49,Market Scanner,2026-04-01,27
3608,49,Custom Dashboards,2026-04-01,34
3609,49,Trading Signals,2026-05-01,45
3610,49,Portfolio Tracker,2026-05-01,5
3611,49,API Access,2026-05-01,10
3612,49,Portfolio Tracker,2026-06-01,12
3613,49,Risk Analytics,2026-06-01,2
3614,49,API Access,2026-07-01,7
3615,49,Portfolio Tracker,2026-07-01,2
3616,49,Risk Analytics,2026-07-01,41
3617,49,Custom Dashboards,2026-07-01,11
3618,49,Market Scanner,2026-08-01,24
3619,49,Risk Analytics,2026-08-01,31
3620,49,API Access,2026-08-01,13
3621,49,Custom Dashboards,2026-08-01,11
3622,49,Risk Analytics,2026-09-01,35
3623,49,Portfolio Tracker,2026-09-01,32
3624,49,API Access,2026-09-01,32
3625,49,Market Scanner,2026-09-01,35
3626,49,Custom Dashboards,2026-10-01,45
3627,49,Trading Signals,2026-11-01,28
3628,49,Market Scanner,2026-11-01,6
3629,49,API Access,2026-11-01,41
3630,49,Custom Dashboards,2026-12-01,48
3631,49,API Access,2026-12-01,21
3632,49,Portfolio Tracker,2026-12-01,50
3633,49,Trading Signals,2026-12-01,16
3634,50,Market Scanner,2024-07-01,3
3635,50,Portfolio Tracker,2024-07-01,14
3636,50,Custom Dashboards,2024-07-01,45
3637,50,Trading Signals,2024-07-01,17
3638,50,API Access,2024-08-01,27
3639,50,Risk Analytics,2024-09-01,43
3640,50,Custom Dashboards,2024-09-01,34
3641,50,Trading Signals,2024-10-01,31
3642,50,API Access,2024-11-01,14
3643,50,Market Scanner,2024-11-01,42
3644,50,Trading Signals,2024-11-01,4
3645,50,Risk Analytics,2024-11-01,35
3646,50,Custom Dashboards,2024-12-01,3
3647,50,API Access,2024-12-01,11
3648,50,Portfolio Tracker,2024-12-01,30
3649,50,Trading Signals,2024-12-01,23
3650,50,Risk Analytics,2025-01-01,37
3651,50,API Access,2025-01-01,42
3652,50,Custom Dashboards,2025-01-01,27
3653,50,Market Scanner,2025-01-01,31
3654,50,Custom Dashboards,2025-02-01,40
3655,50,Trading Signals,2025-02-01,27
3656,50,Portfolio Tracker,2025-02-01,7
3657,50,Trading Signals,2025-03-01,4
3658,50,API Access,2025-03-01,26
3659,50,API Access,2025-04-01,29
3660,50,Portfolio Tracker,2025-05-01,50
3661,50,Custom Dashboards,2025-05-01,22
3662,50,Risk Analytics,2025-06-01,48
3663,50,Custom Dashboards,2025-06-01,33
3664,50,Custom Dashboards,2025-07-01,50
3665,50,Trading Signals,2025-07-01,1
3666,50,Market Scanner,2025-07-01,49
3667,50,Risk Analytics,2025-08-01,38
3668,50,API Access,2025-08-01,22
3669,50,Custom Dashboards,2025-08-01,28
3670,50,Custom Dashboards,2025-09-01,7
3671,50,API Access,2025-09-01,22
3672,50,Risk Analytics,2025-09-01,3
3673,50,Portfolio Tracker,2025-10-01,38
3674,50,API Access,2025-10-01,26
3675,50,Custom Dashboards,2025-11-01,13
3676,50,Risk Analytics,2025-11-01,32
3677,50,Market Scanner,2025-12-01,31
3678,50,Risk Analytics,2026-01-01,33
3679,50,API Access,2026-01-01,10
3680,50,Portfolio Tracker,2026-01-01,8
3681,50,Custom Dashboards,2026-01-01,25
3682,50,Risk Analytics,2026-02-01,37
3683,50,Custom Dashboards,2026-03-01,29
3684,50,Trading Signals,2026-03-01,2
3685,50,Trading Signals,2026-04-01,36
3686,50,Custom Dashboards,2026-04-01,41
3687,50,API Access,2026-04-01,21
3688,50,Risk Analytics,2026-05-01,34
3689,50,Market Scanner,2026-06-01,50
3690,50,Trading Signals,2026-06-01,43
3691,50,Risk Analytics,2026-07-01,49
3692,50,Custom Dashboards,2026-07-01,8
3693,50,Portfolio Tracker,2026-07-01,46
3694,50,API Access,2026-07-01,23
3695,50,Market Scanner,2026-08-01,22
3696,50,Portfolio Tracker,2026-08-01,46
3697,50,Custom Dashboards,2026-08-01,37
3698,50,Trading Signals,2026-08-01,21
3699,50,Custom Dashboards,2026-09-01,23
3700,50,Portfolio Tracker,2026-10-01,24
3701,50,Custom Dashboards,2026-10-01,27
3702,50,Market Scanner,2026-11-01,40
3703,50,API Access,2026-11-01,41
3704,50,Custom Dashboards,2026-11-01,16
3705,50,Portfolio Tracker,2026-12-01,35
3706,50,Custom Dashboards,2026-12-01,43
3707,51,Portfolio Tracker,2024-08-01,47
3708,51,Trading Signals,2024-08-01,50
3709,51,Market Scanner,2024-08-01,35
3710,51,Trading Signals,2024-09-01,7
3711,51,API Access,2024-10-01,28
3712,51,Custom Dashboards,2024-11-01,11
3713,51,Risk Analytics,2024-11-01,5
3714,51,Market Scanner,2024-11-01,19
3715,51,Risk Analytics,2024-12-01,8
3716,51,Market Scanner,2024-12-01,46
3717,51,Custom Dashboards,2024-12-01,15
3718,51,Custom Dashboards,2025-01-01,32
3719,51,Risk Analytics,2025-02-01,33
3720,51,Portfolio Tracker,2025-02-01,22
3721,51,Trading Signals,2025-02-01,31
3722,51,Custom Dashboards,2025-02-01,22
3723,51,Custom Dashboards,2025-03-01,26
3724,51,Risk Analytics,2025-03-01,50
3725,51,API Access,2025-03-01,13
3726,51,Custom Dashboards,2025-04-01,16
3727,51,Risk Analytics,2025-04-01,31
3728,51,Portfolio Tracker,2025-04-01,10
3729,51,Custom Dashboards,2025-05-01,5
3730,51,Trading Signals,2025-05-01,18
3731,51,API Access,2025-05-01,4
3732,51,Portfolio Tracker,2025-06-01,19
3733,51,Risk Analytics,2025-06-01,24
3734,51,Trading Signals,2025-06-01,20
3735,51,API Access,2025-06-01,32
3736,51,Custom Dashboards,2025-07-01,44
3737,51,Risk Analytics,2025-07-01,7
3738,51,API Access,2025-08-01,32
3739,51,Market Scanner,2025-08-01,4
3740,51,Portfolio Tracker,2025-08-01,9
3741,51,Trading Signals,2025-08-01,10
3742,51,Trading Signals,2025-09-01,14
3743,51,Risk Analytics,2025-09-01,44
3744,51,Risk Analytics,2025-10-01,17
3745,51,Trading Signals,2025-10-01,12
3746,51,Portfolio Tracker,2025-10-01,5
3747,51,Risk Analytics,2025-11-01,8
3748,51,API Access,2025-11-01,29
3749,51,Trading Signals,2025-11-01,6
3750,51,Portfolio Tracker,2025-11-01,20
3751,51,Risk Analytics,2025-12-01,41
3752,51,API Access,2025-12-01,11
3753,51,Custom Dashboards,2025-12-01,12
3754,51,Custom Dashboards,2026-01-01,1
3755,51,API Access,2026-01-01,11
3756,51,Portfolio Tracker,2026-01-01,40
3757,51,Market Scanner,2026-02-01,44
3758,51,Trading Signals,2026-02-01,37
3759,51,Market Scanner,2026-03-01,23
3760,51,Portfolio Tracker,2026-03-01,23
3761,51,Risk Analytics,2026-04-01,27
3762,51,Market Scanner,2026-04-01,22
3763,51,Portfolio Tracker,2026-04-01,50
3764,51,Portfolio Tracker,2026-05-01,43
3765,51,Risk Analytics,2026-05-01,4
3766,51,Market Scanner,2026-05-01,6
3767,51,API Access,2026-06-01,26
3768,51,Custom Dashboards,2026-06-01,7
3769,51,Portfolio Tracker,2026-06-01,15
3770,51,Risk Analytics,2026-07-01,12
3771,51,Custom Dashboards,2026-07-01,47
3772,51,Portfolio Tracker,2026-07-01,46
3773,51,Portfolio Tracker,2026-08-01,28
3774,51,Trading Signals,2026-08-01,19
3775,51,API Access,2026-08-01,45
3776,51,Custom Dashboards,2026-08-01,26
3777,51,Portfolio Tracker,2026-09-01,33
