usage_id,user_id,activity_month,login_count,dashboards_viewed,reports_generated,api_calls,session_minutes
6874,234,2026-07-01,14,55,18,337,310
6875,234,2026-08-01,6,11,23,769,723
6876,234,2026-09-01,17,46,13,133,496
6877,234,2026-10-01,12,22,16,7,22
6878,234,2026-11-01,5,54,23,910,745
6879,234,2026-12-01,29,9,20,457,219
6880,235,2024-10-01,10,40,14,593,688
6881,235,2024-11-01,27,37,22,769,336
6882,235,2024-12-01,20,24,7,320,700
6883,235,2025-01-01,5,53,22,217,574
6884,235,2025-02-01,9,21,13,285,759
6885,235,2025-03-01,18,78,15,735,103
6886,235,2025-04-01,23,6,1,92,465
6887,235,2025-05-01,2,60,17,989,115
6888,235,2025-06-01,6,80,9,651,681
6889,235,2025-07-01,12,58,12,974,86
6890,235,2025-08-01,25,31,1,876,287
6891,235,2025-09-01,29,73,9,572,298
6892,235,2025-10-01,4,37,5,640,732
6893,235,2025-11-01,30,32,10,730,369
6894,235,2025-12-01,26,20,25,908,843
6895,235,2026-01-01,30,70,6,655,228
6896,235,2026-02-01,17,22,21,547,839
6897,235,2026-03-01,17,46,12,674,513
6898,235,2026-04-01,20,72,3,675,223
6899,235,2026-05-01,3,18,13,906,343
6900,235,2026-06-01,14,36,20,467,738
6901,235,2026-07-01,17,13,2,349,540
6902,235,2026-08-01,19,17,23,746,76
6903,235,2026-09-01,28,68,14,982,48
6904,235,2026-10-01,23,67,25,608,294
6905,235,2026-11-01,4,1,15,745,600
6906,235,2026-12-01,5,15,13,122,87
6907,236,2024-11-01,11,52,8,260,400
6908,236,2024-12-01,24,11,3,596,886
6909,236,2025-01-01,18,31,1,776,600
6910,236,2025-02-01,16,47,25,310,186
6911,236,2025-03-01,25,39,15,217,759
6912,236,2025-04-01,28,67,17,878,677
6913,236,2025-05-01,26,44,22,189,256
6914,236,2025-06-01,17,62,9,572,700
6915,236,2025-07-01,28,64,14,4,67
6916,236,2025-08-01,17,72,17,908,133
6917,236,2025-09-01,22,19,10,248,186
6918,236,2025-10-01,12,13,5,88,778
6919,236,2025-11-01,22,72,0,563,177
6920,236,2025-12-01,26,22,12,494,595
6921,236,2026-01-01,20,8,19,418,691
6922,236,2026-02-01,14,53,23,19,161
6923,236,2026-03-01,19,56,11,932,746
6924,236,2026-04-01,28,27,17,220,858
6925,236,2026-05-01,20,47,14,64,429
6926,236,2026-06-01,11,52,24,845,694
6927,236,2026-07-01,18,18,3,786,744
6928,236,2026-08-01,2,2,6,699,772
6929,236,2026-09-01,17,2,24,767,617
6930,236,2026-10-01,28,3,14,47,840
6931,236,2026-11-01,9,63,16,795,72
6932,236,2026-12-01,18,66,24,750,436
6933,237,2024-11-01,24,56,24,826,603
6934,237,2024-12-01,9,22,1,510,829
6935,237,2025-01-01,28,5,18,987,537
6936,237,2025-02-01,9,35,16,277,618
6937,237,2025-03-01,6,56,15,739,321
6938,237,2025-04-01,19,57,13,956,710
6939,237,2025-05-01,7,79,13,355,70
6940,237,2025-06-01,29,61,25,293,699
6941,237,2025-07-01,29,35,25,348,414
6942,237,2025-08-01,12,57,4,437,492
6943,237,2025-09-01,14,47,21,282,101
6944,237,2025-10-01,26,77,16,164,524
6945,237,2025-11-01,5,58,18,277,520
6946,237,2025-12-01,17,74,11,3,889
6947,237,2026-01-01,27,6,6,314,351
6948,237,2026-02-01,26,17,24,152,72
6949,237,2026-03-01,7,56,5,406,636
6950,237,2026-04-01,9,8,6,128,875
6951,237,2026-05-01,25,50,21,974,271
6952,237,2026-06-01,13,22,11,975,463
6953,237,2026-07-01,9,31,0,626,742
6954,237,2026-08-01,26,5,14,771,803
6955,237,2026-09-01,28,34,24,778,50
6956,237,2026-10-01,25,49,7,343,98
6957,237,2026-11-01,15,66,10,150,672
6958,237,2026-12-01,6,35,14,409,772
6959,238,2024-04-01,17,48,3,128,360
6960,238,2024-05-01,24,72,6,493,788
6961,238,2024-06-01,22,74,18,25,73
6962,238,2024-07-01,25,46,6,409,750
6963,238,2024-08-01,26,53,19,953,223
6964,238,2024-09-01,8,18,15,444,246
6965,238,2024-10-01,8,34,4,153,555
6966,238,2024-11-01,13,52,5,791,799
6967,238,2024-12-01,18,30,14,143,815
6968,238,2025-01-01,28,29,15,690,190
6969,238,2025-02-01,7,44,24,593,222
6970,238,2025-03-01,5,5,7,829,244
6971,238,2025-04-01,24,61,24,750,725
6972,238,2025-05-01,24,7,0,556,719
6973,238,2025-06-01,20,40,4,670,222
6974,238,2025-07-01,10,5,6,760,466
6975,238,2025-08-01,2,35,6,195,248
6976,238,2025-09-01,30,26,21,126,657
6977,238,2025-10-01,22,69,25,526,225
6978,238,2025-11-01,19,36,11,408,659
6979,238,2025-12-01,26,11,4,368,671
6980,238,2026-01-01,17,71,20,944,22
6981,238,2026-02-01,10,60,7,450,113
6982,238,2026-03-01,20,68,25,727,667
6983,238,2026-04-01,22,48,24,957,713
6984,238,2026-05-01,23,15,15,972,441
6985,238,2026-06-01,20,50,17,16,678
6986,238,2026-07-01,22,50,9,378,874
6987,238,2026-08-01,24,46,9,309,755
6988,238,2026-09-01,28,19,3,376,511
6989,238,2026-10-01,23,70,25,227,484
6990,238,2026-11-01,21,21,13,296,40
6991,238,2026-12-01,12,27,22,148,654
6992,239,2025-01-01,28,58,6,663,626
6993,239,2025-02-01,15,67,16,371,641
6994,239,2025-03-01,8,34,23,984,145
6995,239,2025-04-01,18,72,6,650,832
6996,239,2025-05-01,20,5,7,617,477
6997,239,2025-06-01,21,78,14,935,703
6998,239,2025-07-01,23,67,6,693,226
6999,239,2025-08-01,4,48,0,243,178
7000,239,2025-09-01,5,77,16,383,785
7001,239,2025-10-01,20,54,11,817,381
7002,239,2025-11-01,26,11,21,701,754
7003,239,2025-12-01,2,17,10,11,415
7004,239,2026-01-01,15,56,23,664,546
7005,239,2026-02-01,14,5,12,661,478
7006,239,2026-03-01,9,39,15,427,492
7007,239,2026-04-01,4,39,18,590,704
7008,239,2026-05-01,19,55,7,145,582
7009,239,2026-06-01,20,46,23,630,101
7010,239,2026-07-01,30,1,7,540,352
7011,239,2026-08-01,7,40,4,877,490
7012,239,2026-09-01,14,22,4,105,343
7013,239,2026-10-01,13,73,24,410,257
7014,239,2026-11-01,23,57,9,210,596
7015,239,2026-12-01,23,54,7,610,628
7016,240,2024-08-01,10,79,10,938,620
7017,240,2024-09-01,11,1,6,569,586
7018,240,2024-10-01,13,42,25,761,302
7019,240,2024-11-01,15,47,13,797,688
7020,240,2024-12-01,22,48,6,76,491
7021,240,2025-01-01,3,66,15,222,42
7022,240,2025-02-01,3,20,23,872,103
7023,240,2025-03-01,2,19,23,826,488
7024,240,2025-04-01,8,49,21,385,236
7025,240,2025-05-01,23,22,11,753,409
7026,240,2025-06-01,23,60,6,737,731
7027,240,2025-07-01,28,24,5,969,757
7028,240,2025-08-01,8,37,16,462,284
7029,240,2025-09-01,20,28,19,66,446
7030,240,2025-10-01,23,51,0,816,108
7031,240,2025-11-01,20,16,1,617,20
7032,240,2025-12-01,11,71,16,441,415
7033,240,2026-01-01,25,3,23,452,222
7034,240,2026-02-01,29,20,13,316,321
7035,240,2026-03-01,26,58,24,787,581
7036,240,2026-04-01,30,74,20,707,212
7037,240,2026-05-01,23,61,16,365,638
7038,240,2026-06-01,13,36,2,495,451
7039,240,2026-07-01,27,8,25,835,641
7040,240,2026-08-01,23,3,19,202,517
7041,240,2026-09-01,5,54,9,937,799
7042,240,2026-10-01,24,47,20,972,582
7043,240,2026-11-01,5,2,9,358,779
7044,240,2026-12-01,17,32,22,278,438
7045,241,2024-04-01,15,74,9,261,515
7046,241,2024-05-01,27,28,22,983,249
7047,241,2024-06-01,19,57,24,562,68
7048,241,2024-07-01,25,42,4,513,596
7049,241,2024-08-01,2,43,12,447,363
7050,241,2024-09-01,4,71,6,453,565
7051,241,2024-10-01,27,39,23,460,463
7052,241,2024-11-01,4,76,16,944,781
7053,241,2024-12-01,19,65,7,1000,465
7054,241,2025-01-01,10,32,8,363,54
7055,241,2025-02-01,21,52,16,326,643
7056,241,2025-03-01,8,65,1,404,171
7057,241,2025-04-01,25,42,1,153,255
7058,241,2025-05-01,3,66,18,660,615
7059,241,2025-06-01,28,50,8,402,831
7060,241,2025-07-01,21,22,8,952,237
7061,241,2025-08-01,11,30,11,257,551
7062,241,2025-09-01,14,77,10,181,124
7063,241,2025-10-01,7,14,21,364,408
7064,241,2025-11-01,3,31,16,462,75
7065,241,2025-12-01,2,67,17,46,224
7066,241,2026-01-01,12,40,13,636,307
7067,241,2026-02-01,14,55,0,926,316
7068,241,2026-03-01,20,8,6,488,422
7069,241,2026-04-01,10,57,8,470,450
7070,241,2026-05-01,25,75,3,672,769
7071,241,2026-06-01,30,11,13,83,200
7072,241,2026-07-01,7,15,25,346,55
7073,241,2026-08-01,26,31,23,588,845
7074,241,2026-09-01,23,52,22,320,369
7075,241,2026-10-01,19,53,22,514,738
7076,241,2026-11-01,24,9,20,576,664
7077,241,2026-12-01,3,6,25,848,319
7078,242,2024-08-01,5,41,16,616,236
7079,242,2024-09-01,8,28,11,134,875
7080,242,2024-10-01,19,54,22,732,687
7081,242,2024-11-01,14,1,3,834,238
7082,242,2024-12-01,18,41,10,767,10
7083,242,2025-01-01,26,4,5,600,356
7084,242,2025-02-01,27,62,6,808,541
7085,242,2025-03-01,2,14,0,70,198
7086,242,2025-04-01,29,38,25,362,886
7087,242,2025-05-01,16,13,17,94,393
7088,242,2025-06-01,19,8,12,765,679
7089,242,2025-07-01,27,12,19,302,632
7090,242,2025-08-01,20,75,3,194,420
7091,242,2025-09-01,22,48,1,898,374
7092,242,2025-10-01,12,16,18,97,697
7093,242,2025-11-01,28,76,7,853,600
7094,242,2025-12-01,15,69,14,83,523
7095,242,2026-01-01,15,64,2,494,17
7096,242,2026-02-01,19,2,20,318,634
7097,242,2026-03-01,6,77,6,724,176
7098,242,2026-04-01,26,72,22,977,810
7099,242,2026-05-01,29,47,0,502,728
7100,242,2026-06-01,5,77,13,85,167
7101,242,2026-07-01,20,29,6,832,153
7102,242,2026-08-01,4,25,8,590,371
7103,242,2026-09-01,7,18,1,576,890
7104,242,2026-10-01,26,34,1,681,63
7105,242,2026-11-01,28,28,15,893,702
7106,242,2026-12-01,4,61,15,371,544
7107,243,2025-01-01,19,45,12,158,743
7108,243,2025-02-01,16,33,17,7,407
7109,243,2025-03-01,14,14,2,707,195
7110,243,2025-04-01,30,54,25,999,768
7111,243,2025-05-01,6,5,20,235,70
7112,243,2025-06-01,14,76,11,965,85
7113,243,2025-07-01,15,41,15,689,105
7114,243,2025-08-01,7,15,3,567,451
7115,243,2025-09-01,3,9,17,83,134
7116,243,2025-10-01,23,17,21,727,670
7117,243,2025-11-01,26,30,21,629,874
7118,243,2025-12-01,21,29,6,60,196
7119,243,2026-01-01,12,46,18,895,773
7120,243,2026-02-01,18,64,18,737,148
7121,243,2026-03-01,3,55,25,154,236
7122,243,2026-04-01,5,37,21,349,624
7123,243,2026-05-01,15,72,21,704,527
7124,243,2026-06-01,24,78,3,866,30
7125,243,2026-07-01,30,75,22,396,658
7126,243,2026-08-01,5,74,24,414,890
7127,243,2026-09-01,19,7,9,367,41
7128,243,2026-10-01,13,21,2,66,154
7129,243,2026-11-01,26,7,6,811,442
7130,243,2026-12-01,2,67,3,414,814
7131,244,2024-02-01,10,14,22,911,580
7132,244,2024-03-01,26,2,8,261,775
7133,244,2024-04-01,27,53,1,897,564
7134,244,2024-05-01,24,10,22,625,521
7135,244,2024-06-01,5,33,1,823,803
7136,244,2024-07-01,19,31,8,435,587
7137,244,2024-08-01,12,34,8,579,370
7138,244,2024-09-01,2,52,0,604,706
7139,244,2024-10-01,27,43,16,35,433
7140,244,2024-11-01,28,17,22,967,477
7141,244,2024-12-01,10,44,12,442,618
7142,244,2025-01-01,19,29,21,633,662
7143,244,2025-02-01,19,45,18,669,51
7144,244,2025-03-01,17,34,4,622,290
7145,244,2025-04-01,4,40,4,681,643
7146,244,2025-05-01,23,3,9,635,377
7147,244,2025-06-01,16,57,13,183,333
7148,244,2025-07-01,29,25,21,779,652
7149,244,2025-08-01,19,37,14,415,780
7150,244,2025-09-01,14,78,2,899,624
7151,244,2025-10-01,27,45,6,45,108
7152,244,2025-11-01,14,37,15,142,547
7153,244,2025-12-01,22,52,3,480,310
7154,244,2026-01-01,23,49,16,327,606
7155,244,2026-02-01,2,18,25,985,712
7156,244,2026-03-01,14,17,19,825,466
7157,244,2026-04-01,14,11,3,776,409
7158,244,2026-05-01,14,18,24,736,563
7159,244,2026-06-01,14,56,0,786,204
7160,244,2026-07-01,11,77,16,130,286
7161,244,2026-08-01,27,52,17,608,656
7162,244,2026-09-01,27,53,15,666,57
7163,244,2026-10-01,5,51,11,387,171
7164,244,2026-11-01,28,64,23,502,851
7165,244,2026-12-01,23,38,1,161,74
7166,245,2025-01-01,30,47,15,974,145
7167,245,2025-02-01,8,12,22,960,161
7168,245,2025-03-01,12,19,8,183,217
7169,245,2025-04-01,12,20,10,847,770
7170,245,2025-05-01,14,5,0,533,338
7171,245,2025-06-01,25,67,19,316,624
7172,245,2025-07-01,14,9,14,184,120
7173,245,2025-08-01,13,8,10,791,163
7174,245,2025-09-01,2,47,23,918,243
7175,245,2025-10-01,12,26,24,89,202
7176,245,2025-11-01,25,16,16,278,390
7177,245,2025-12-01,15,3,10,627,859
7178,245,2026-01-01,21,30,9,679,162
7179,245,2026-02-01,9,20,4,743,745
7180,245,2026-03-01,24,16,0,619,97
7181,245,2026-04-01,30,19,18,277,274
7182,245,2026-05-01,30,29,23,111,821
7183,245,2026-06-01,28,36,22,656,827
7184,245,2026-07-01,4,36,0,826,561
7185,245,2026-08-01,27,63,16,227,281
7186,245,2026-09-01,24,26,21,863,660
7187,245,2026-10-01,16,62,18,780,567
7188,245,2026-11-01,6,39,1,774,162
7189,245,2026-12-01,5,15,13,952,553
7190,246,2024-04-01,6,30,2,222,513
7191,246,2024-05-01,21,73,21,922,773
7192,246,2024-06-01,18,11,16,111,678
7193,246,2024-07-01,2,6,25,697,590
7194,246,2024-08-01,14,20,9,166,428
7195,246,2024-09-01,13,60,16,790,641
7196,246,2024-10-01,26,56,25,222,705
7197,246,2024-11-01,12,47,16,484,472
7198,246,2024-12-01,11,45,4,427,228
7199,246,2025-01-01,26,39,16,535,555
7200,246,2025-02-01,6,26,23,775,515
7201,246,2025-03-01,28,20,10,318,312
7202,246,2025-04-01,25,24,4,654,339
7203,246,2025-05-01,8,42,3,69,487
7204,246,2025-06-01,18,72,24,191,576
7205,246,2025-07-01,2,43,1,255,267
7206,246,2025-08-01,12,47,7,567,763
7207,246,2025-09-01,18,24,16,985,493
7208,246,2025-10-01,7,1,8,451,416
7209,246,2025-11-01,17,56,12,937,397
7210,246,2025-12-01,24,6,17,131,563
7211,246,2026-01-01,19,64,9,328,733
7212,246,2026-02-01,24,65,14,80,750
7213,246,2026-03-01,23,17,1,640,493
7214,246,2026-04-01,12,27,2,700,872
7215,246,2026-05-01,28,28,22,933,409
7216,246,2026-06-01,19,47,19,194,115
7217,246,2026-07-01,13,18,12,131,107
7218,246,2026-08-01,23,5,15,861,312
7219,246,2026-09-01,24,11,8,809,279
7220,246,2026-10-01,9,1,20,838,134
7221,246,2026-11-01,2,50,2,284,303
7222,246,2026-12-01,13,19,18,807,898
7223,247,2024-02-01,21,49,9,360,734
7224,247,2024-03-01,16,40,8,953,219
7225,247,2024-04-01,8,9,19,814,637
7226,247,2024-05-01,29,62,3,830,135
7227,247,2024-06-01,23,47,7,232,848
7228,247,2024-07-01,9,36,25,594,471
7229,247,2024-08-01,7,80,13,862,640
7230,247,2024-09-01,16,4,2,25,778
7231,247,2024-10-01,3,27,25,648,319
7232,247,2024-11-01,9,38,9,614,624
7233,247,2024-12-01,17,47,23,728,565
7234,247,2025-01-01,24,46,17,734,433
7235,247,2025-02-01,22,9,23,543,546
7236,247,2025-03-01,18,12,15,524,423
7237,247,2025-04-01,3,17,3,375,596
7238,247,2025-05-01,20,20,15,621,271
7239,247,2025-06-01,8,59,13,940,234
7240,247,2025-07-01,18,17,15,924,305
7241,247,2025-08-01,20,6,6,219,130
7242,247,2025-09-01,7,22,5,234,626
7243,247,2025-10-01,12,34,17,41,459
7244,247,2025-11-01,2,38,14,211,712
7245,247,2025-12-01,5,40,23,964,765
7246,247,2026-01-01,30,68,6,816,415
7247,247,2026-02-01,19,60,9,470,492
7248,247,2026-03-01,25,64,8,6,480
7249,247,2026-04-01,2,29,12,394,430
7250,247,2026-05-01,29,46,12,12,13
7251,247,2026-06-01,23,58,12,985,744
7252,247,2026-07-01,6,21,17,872,168
7253,247,2026-08-01,5,24,25,703,670
7254,247,2026-09-01,19,17,3,594,858
7255,247,2026-10-01,8,65,13,885,560
7256,247,2026-11-01,7,62,17,809,277
7257,247,2026-12-01,26,57,4,436,277
7258,248,2024-06-01,24,28,19,210,212
7259,248,2024-07-01,29,2,9,739,807
7260,248,2024-08-01,13,76,13,583,180
7261,248,2024-09-01,23,5,12,410,685
7262,248,2024-10-01,14,5,8,556,370
7263,248,2024-11-01,9,13,5,207,268
7264,248,2024-12-01,22,34,6,348,543
7265,248,2025-01-01,27,36,18,899,585
7266,248,2025-02-01,4,15,16,673,326
7267,248,2025-03-01,29,56,11,100,167
7268,248,2025-04-01,10,24,3,29,408
7269,248,2025-05-01,25,31,14,570,708
7270,248,2025-06-01,4,61,24,724,29
7271,248,2025-07-01,11,72,22,743,240
7272,248,2025-08-01,27,49,8,640,551
7273,248,2025-09-01,5,11,22,420,754
7274,248,2025-10-01,12,75,11,947,380
7275,248,2025-11-01,25,71,25,640,736
7276,248,2025-12-01,13,74,8,170,85
7277,248,2026-01-01,21,32,15,587,782
7278,248,2026-02-01,8,14,6,781,883
7279,248,2026-03-01,15,25,22,403,354
7280,248,2026-04-01,20,64,5,500,419
7281,248,2026-05-01,16,55,16,504,497
7282,248,2026-06-01,17,47,18,214,379
7283,248,2026-07-01,27,72,13,73,223
7284,248,2026-08-01,28,40,2,497,273
7285,248,2026-09-01,21,10,18,354,235
7286,248,2026-10-01,26,72,0,982,570
7287,248,2026-11-01,22,70,25,304,193
7288,248,2026-12-01,15,63,4,196,215
7289,249,2025-01-01,21,78,0,695,840
7290,249,2025-02-01,17,52,3,372,896
7291,249,2025-03-01,2,5,3,76,93
7292,249,2025-04-01,9,79,3,342,325
7293,249,2025-05-01,18,1,9,289,197
7294,249,2025-06-01,25,26,13,995,267
7295,249,2025-07-01,17,80,5,776,86
7296,249,2025-08-01,10,75,19,13,99
7297,249,2025-09-01,2,68,12,99,829
7298,249,2025-10-01,14,33,14,720,630
7299,249,2025-11-01,2,40,20,819,684
7300,249,2025-12-01,21,74,2,350,502
7301,249,2026-01-01,9,68,21,944,37
7302,249,2026-02-01,14,59,19,961,596
7303,249,2026-03-01,14,60,21,236,406
7304,249,2026-04-01,16,24,1,598,701
7305,249,2026-05-01,14,16,1,820,195
7306,249,2026-06-01,26,25,14,185,452
7307,249,2026-07-01,11,29,21,177,68
7308,249,2026-08-01,13,66,25,396,591
7309,249,2026-09-01,20,57,5,917,283
7310,249,2026-10-01,13,80,15,106,690
7311,249,2026-11-01,29,47,11,936,708
7312,249,2026-12-01,16,80,6,160,796
7313,250,2024-04-01,30,63,14,7,131
7314,250,2024-05-01,5,43,9,694,643
7315,250,2024-06-01,5,60,21,511,220
7316,250,2024-07-01,22,24,23,856,880
7317,250,2024-08-01,15,1,18,434,530
7318,250,2024-09-01,12,53,16,565,714
7319,250,2024-10-01,19,71,13,772,74
7320,250,2024-11-01,3,68,10,689,629
7321,250,2024-12-01,17,26,11,512,397
7322,250,2025-01-01,17,76,9,849,227
7323,250,2025-02-01,24,25,13,280,288
7324,250,2025-03-01,30,64,1,172,401
7325,250,2025-04-01,8,20,15,405,869
7326,250,2025-05-01,17,55,25,783,369
7327,250,2025-06-01,21,51,25,892,827
7328,250,2025-07-01,10,43,16,455,681
7329,250,2025-08-01,25,50,12,633,275
7330,250,2025-09-01,28,75,20,271,463
7331,250,2025-10-01,25,11,11,362,872
7332,250,2025-11-01,22,31,8,874,463
7333,250,2025-12-01,10,41,20,36,744
7334,250,2026-01-01,22,17,8,24,803
7335,250,2026-02-01,13,31,14,507,183
7336,250,2026-03-01,21,1,17,742,289
7337,250,2026-04-01,23,68,19,407,332
7338,250,2026-05-01,30,30,20,638,274
7339,250,2026-06-01,12,4,7,451,834
7340,250,2026-07-01,28,45,8,567,897
7341,250,2026-08-01,3,62,16,7,393
7342,250,2026-09-01,9,69,6,203,756
7343,250,2026-10-01,19,48,12,594,203
7344,250,2026-11-01,7,78,3,253,426
7345,250,2026-12-01,21,49,9,999,768
7346,251,2025-01-01,18,6,22,940,293
7347,251,2025-02-01,27,4,15,226,479
7348,251,2025-03-01,8,8,25,896,291
7349,251,2025-04-01,4,46,0,739,405
7350,251,2025-05-01,8,23,25,723,273
7351,251,2025-06-01,28,4,10,105,56
7352,251,2025-07-01,27,19,13,369,538
7353,251,2025-08-01,9,69,14,646,605
7354,251,2025-09-01,15,27,6,912,308
7355,251,2025-10-01,14,60,8,663,447
7356,251,2025-11-01,10,51,13,763,48
7357,251,2025-12-01,9,28,4,925,507
7358,251,2026-01-01,8,74,19,485,280
7359,251,2026-02-01,5,43,19,150,811
7360,251,2026-03-01,3,74,9,837,845
7361,251,2026-04-01,4,7,2,21,193
7362,251,2026-05-01,22,63,13,45,504
7363,251,2026-06-01,27,69,3,698,620
7364,251,2026-07-01,12,15,12,306,540
7365,251,2026-08-01,10,76,14,487,589
7366,251,2026-09-01,22,61,6,530,211
7367,251,2026-10-01,9,3,13,89,279
7368,251,2026-11-01,10,28,10,457,892
7369,251,2026-12-01,22,48,8,722,494
7370,252,2024-07-01,18,76,6,875,359
7371,252,2024-08-01,2,45,21,775,796
7372,252,2024-09-01,22,24,13,32,200
7373,252,2024-10-01,26,60,0,743,423
7374,252,2024-11-01,29,68,15,342,453
7375,252,2024-12-01,26,61,1,492,97
7376,252,2025-01-01,22,70,21,964,132
7377,252,2025-02-01,7,77,5,244,746
7378,252,2025-03-01,14,13,6,583,122
7379,252,2025-04-01,6,25,15,472,269
7380,252,2025-05-01,13,77,20,602,543
7381,252,2025-06-01,11,14,22,754,222
7382,252,2025-07-01,9,64,13,957,522
7383,252,2025-08-01,16,2,10,938,720
7384,252,2025-09-01,18,2,15,592,77
7385,252,2025-10-01,26,6,20,821,781
7386,252,2025-11-01,14,47,3,907,40
7387,252,2025-12-01,28,55,8,41,517
7388,252,2026-01-01,3,59,16,209,789
7389,252,2026-02-01,19,39,14,543,758
7390,252,2026-03-01,10,66,6,824,20
7391,252,2026-04-01,9,33,16,861,797
7392,252,2026-05-01,13,60,6,443,896
7393,252,2026-06-01,12,37,22,694,17
7394,252,2026-07-01,29,38,8,635,142
7395,252,2026-08-01,17,24,16,59,639
7396,252,2026-09-01,2,25,3,887,472
7397,252,2026-10-01,19,65,7,810,689
7398,252,2026-11-01,27,50,25,262,261
7399,252,2026-12-01,25,11,13,504,772
7400,253,2024-02-01,18,42,23,639,524
7401,253,2024-03-01,28,35,8,273,52
7402,253,2024-04-01,19,72,21,586,333
7403,253,2024-05-01,25,76,6,24,214
7404,253,2024-06-01,7,5,14,641,390
7405,253,2024-07-01,15,1,22,844,360
7406,253,2024-08-01,6,55,19,639,809
7407,253,2024-09-01,3,16,23,370,172
7408,253,2024-10-01,8,5,4,621,622
7409,253,2024-11-01,23,80,12,390,210
7410,253,2024-12-01,9,3,19,842,179
7411,253,2025-01-01,9,46,12,361,281
7412,253,2025-02-01,2,32,0,450,621
7413,253,2025-03-01,22,76,3,822,371
7414,253,2025-04-01,10,8,25,184,709
7415,253,2025-05-01,16,27,5,26,130
7416,253,2025-06-01,6,78,11,220,105
7417,253,2025-07-01,19,42,0,22,309
7418,253,2025-08-01,6,26,2,680,554
7419,253,2025-09-01,6,5,24,709,884
7420,253,2025-10-01,14,67,4,827,66
7421,253,2025-11-01,11,68,3,800,719
7422,253,2025-12-01,3,73,7,931,67
7423,253,2026-01-01,13,39,16,294,735
7424,253,2026-02-01,16,28,16,367,464
7425,253,2026-03-01,26,63,19,457,219
7426,253,2026-04-01,20,68,23,153,287
7427,253,2026-05-01,28,43,20,696,345
7428,253,2026-06-01,9,68,3,383,888
7429,253,2026-07-01,4,69,5,497,158
7430,253,2026-08-01,29,25,24,527,151
7431,253,2026-09-01,15,36,4,600,373
7432,253,2026-10-01,29,13,16,351,199
7433,253,2026-11-01,29,47,11,662,488
7434,253,2026-12-01,23,54,24,540,812
7435,254,2024-12-01,18,11,10,926,356
7436,254,2025-01-01,20,6,7,54,535
7437,254,2025-02-01,5,74,13,745,754
7438,254,2025-03-01,29,80,10,865,320
7439,254,2025-04-01,10,65,14,396,115
7440,254,2025-05-01,23,44,0,844,735
7441,254,2025-06-01,26,38,16,567,298
7442,254,2025-07-01,20,15,22,865,343
7443,254,2025-08-01,25,4,16,585,149
7444,254,2025-09-01,22,33,9,416,738
7445,254,2025-10-01,11,6,7,939,350
7446,254,2025-11-01,2,57,13,609,379
7447,254,2025-12-01,13,46,19,714,829
7448,254,2026-01-01,26,27,11,881,350
7449,254,2026-02-01,18,66,2,879,73
7450,254,2026-03-01,18,18,21,156,467
7451,254,2026-04-01,16,43,9,457,796
7452,254,2026-05-01,28,58,20,508,514
7453,254,2026-06-01,10,48,18,894,194
7454,254,2026-07-01,13,37,22,120,139
7455,254,2026-08-01,8,66,14,151,881
7456,254,2026-09-01,11,76,25,830,264
7457,254,2026-10-01,17,77,15,630,49
7458,254,2026-11-01,2,64,1,727,301
7459,254,2026-12-01,29,43,11,614,301
7460,255,2025-01-01,19,40,18,704,764
7461,255,2025-02-01,15,60,8,944,746
7462,255,2025-03-01,29,14,13,436,145
7463,255,2025-04-01,8,73,10,807,441
7464,255,2025-05-01,23,63,3,157,347
7465,255,2025-06-01,13,76,7,351,40
7466,255,2025-07-01,7,58,13,457,279
7467,255,2025-08-01,21,3,12,308,136
7468,255,2025-09-01,27,20,24,156,512
7469,255,2025-10-01,6,62,12,369,212
7470,255,2025-11-01,27,9,9,836,386
7471,255,2025-12-01,5,26,8,105,518
7472,255,2026-01-01,22,7,1,347,299
7473,255,2026-02-01,13,44,17,246,819
7474,255,2026-03-01,11,46,11,637,354
7475,255,2026-04-01,30,47,13,820,201
7476,255,2026-05-01,5,55,17,979,689
7477,255,2026-06-01,8,27,11,813,683
7478,255,2026-07-01,17,54,13,521,65
7479,255,2026-08-01,19,79,11,776,17
7480,255,2026-09-01,11,75,2,30,524
7481,255,2026-10-01,15,7,9,205,91
7482,255,2026-11-01,17,12,11,932,347
7483,255,2026-12-01,23,61,17,328,794
7484,256,2024-09-01,7,12,20,735,602
7485,256,2024-10-01,16,75,7,228,410
7486,256,2024-11-01,19,50,1,797,640
7487,256,2024-12-01,23,32,2,684,706
7488,256,2025-01-01,15,5,16,589,540
7489,256,2025-02-01,18,70,11,661,705
7490,256,2025-03-01,2,12,1,377,390
7491,256,2025-04-01,27,71,6,611,90
7492,256,2025-05-01,4,14,11,861,219
7493,256,2025-06-01,7,6,5,415,301
7494,256,2025-07-01,3,5,19,725,204
7495,256,2025-08-01,23,31,22,222,594
7496,256,2025-09-01,15,32,15,601,53
7497,256,2025-10-01,7,1,21,685,251
7498,256,2025-11-01,19,72,20,458,541
7499,256,2025-12-01,7,9,17,545,639
7500,256,2026-01-01,8,68,9,290,470
7501,256,2026-02-01,18,13,24,774,432
7502,256,2026-03-01,26,58,13,413,264
7503,256,2026-04-01,25,35,25,138,766
7504,256,2026-05-01,2,70,7,306,534
7505,256,2026-06-01,24,12,5,301,200
7506,256,2026-07-01,25,52,13,299,502
7507,256,2026-08-01,10,20,23,835,432
