ticket_id,user_id,ticket_date,category,priority,status,resolution_hours
1382,571,2026-12-04,Dashboard Errors,Low,In Progress,3
1383,571,2026-04-02,Feature Request,High,Resolved,52
1384,571,2026-11-04,Feature Request,Medium,In Progress,8
1385,571,2026-11-05,Dashboard Errors,Low,Resolved,16
1386,572,2025-11-10,Account Management,High,Resolved,10
1387,572,2026-08-25,Login Problems,Medium,Resolved,52
1388,572,2026-04-02,Dashboard Errors,Critical,Open,37
1389,574,2025-12-06,Billing,Low,Resolved,7
1390,574,2026-10-24,Login Problems,Low,Resolved,72
1391,576,2026-10-01,Billing,Low,Resolved,3
1392,576,2025-09-03,Billing,Low,Resolved,31
1393,576,2025-12-13,Dashboard Errors,High,Resolved,27
1394,577,2026-10-03,Billing,Low,Resolved,26
1395,577,2026-04-10,Login Problems,Low,Resolved,24
1396,577,2025-11-10,Feature Request,High,In Progress,54
1397,578,2025-03-15,Dashboard Errors,Low,Resolved,33
1398,578,2025-11-15,Account Management,Low,Open,56
1399,578,2025-12-06,API Issues,High,Resolved,68
1400,580,2026-01-26,Dashboard Errors,Medium,Resolved,7
1401,580,2025-12-28,Login Problems,Medium,Resolved,32
1402,580,2026-01-18,Dashboard Errors,High,Open,63
1403,580,2026-10-15,Account Management,Medium,Resolved,27
1404,581,2026-10-02,Login Problems,Low,Resolved,19
1405,581,2026-12-05,Billing,Medium,Resolved,26
1406,581,2026-12-11,Login Problems,Low,Resolved,32
1407,581,2025-09-29,Login Problems,High,Resolved,46
1408,583,2025-12-10,Dashboard Errors,Low,Resolved,15
1409,583,2026-09-30,Billing,Low,Resolved,62
1410,583,2026-10-24,Login Problems,Medium,Resolved,41
1411,583,2026-01-10,Account Management,High,Resolved,47
1412,584,2025-11-04,Billing,Low,Resolved,5
1413,584,2026-11-06,Billing,Low,Resolved,3
1414,584,2026-07-05,Feature Request,Medium,Resolved,27
1415,584,2026-08-15,Login Problems,High,Open,12
1416,585,2026-03-11,API Issues,High,Open,5
1417,585,2025-09-26,Dashboard Errors,Medium,Resolved,10
1418,585,2025-04-09,Dashboard Errors,Low,Resolved,71
1419,586,2026-11-26,Account Management,Medium,Resolved,50
1420,586,2025-12-08,API Issues,Low,Open,68
1421,586,2026-06-11,Account Management,High,Resolved,26
1422,586,2026-06-28,API Issues,Critical,Resolved,28
1423,587,2025-09-05,Dashboard Errors,Low,Resolved,69
1424,587,2026-08-03,Feature Request,Medium,Resolved,6
1425,587,2026-07-23,Login Problems,High,Resolved,66
1426,588,2025-07-27,Billing,High,Resolved,68
1427,588,2026-10-29,Account Management,Low,Open,12
1428,588,2025-10-07,Account Management,High,Open,60
1429,588,2026-09-17,Billing,Low,Resolved,43
1430,588,2025-09-18,Feature Request,Low,Resolved,54
1431,589,2026-07-14,Feature Request,Medium,Resolved,68
1432,589,2026-07-28,API Issues,Medium,Resolved,30
1433,589,2026-09-19,Login Problems,High,Open,18
1434,589,2026-05-25,Billing,High,Resolved,3
1435,591,2025-05-16,Feature Request,Medium,Resolved,21
1436,592,2025-03-04,Feature Request,High,Resolved,38
1437,593,2026-07-26,Dashboard Errors,High,Resolved,3
1438,593,2026-10-11,Billing,High,Resolved,22
1439,593,2026-09-16,Billing,Low,Resolved,30
1440,593,2026-07-14,Account Management,Low,Open,13
1441,593,2026-01-25,Login Problems,Low,Resolved,40
1442,594,2025-12-15,Dashboard Errors,High,In Progress,52
1443,594,2025-12-10,Feature Request,Medium,Resolved,39
1444,594,2025-04-06,Dashboard Errors,Low,Resolved,2
1445,594,2025-09-16,Account Management,Low,Resolved,22
1446,594,2025-08-02,Feature Request,Low,Resolved,5
1447,595,2026-07-11,Billing,Medium,Resolved,10
1448,596,2025-11-18,API Issues,High,Resolved,32
1449,596,2026-01-05,Dashboard Errors,High,Resolved,56
1450,596,2026-11-28,API Issues,Medium,Resolved,32
1451,596,2026-04-24,API Issues,Low,Resolved,36
1452,596,2026-08-31,API Issues,Medium,Resolved,54
1453,598,2025-09-20,Login Problems,Medium,In Progress,66
1454,598,2025-08-06,Account Management,High,In Progress,46
1455,599,2025-05-16,Dashboard Errors,Low,Resolved,24
1456,599,2025-12-05,Login Problems,Low,Resolved,66
1457,599,2025-06-27,Login Problems,Low,Resolved,39
1458,599,2025-09-15,Billing,Medium,Resolved,66
1459,599,2025-04-28,Dashboard Errors,Medium,Open,1
1460,602,2026-03-29,Billing,High,Resolved,16
1461,602,2026-05-29,Login Problems,High,Resolved,37
1462,603,2026-02-04,Feature Request,Low,In Progress,45
1463,605,2025-08-15,Billing,High,Resolved,50
1464,605,2026-06-21,Feature Request,Low,Resolved,8
1465,605,2025-05-12,Dashboard Errors,Medium,Resolved,53
1466,608,2026-01-31,Login Problems,High,Resolved,7
1467,608,2026-11-26,Dashboard Errors,Low,Resolved,50
1468,609,2026-02-14,Dashboard Errors,Medium,Resolved,49
1469,609,2026-04-08,Billing,Medium,In Progress,32
1470,609,2026-04-10,Account Management,Medium,Resolved,33
1471,610,2025-12-03,Billing,Medium,Resolved,31
1472,610,2025-12-21,Account Management,High,Resolved,1
1473,611,2025-05-26,Feature Request,Medium,Resolved,59
1474,611,2025-05-07,Feature Request,Medium,Resolved,33
1475,611,2025-03-25,Dashboard Errors,High,Resolved,45
1476,611,2026-10-07,Account Management,Medium,Resolved,25
1477,612,2025-12-09,Feature Request,Low,Resolved,15
1478,612,2025-12-15,Dashboard Errors,Medium,Resolved,44
1479,612,2026-10-08,Login Problems,Medium,Open,45
1480,612,2025-12-21,Login Problems,Medium,Resolved,18
1481,612,2026-08-18,Account Management,Medium,Resolved,63
1482,614,2025-09-20,Account Management,Medium,Resolved,21
1483,614,2025-03-19,Account Management,High,Open,50
1484,614,2026-07-22,Login Problems,Low,Open,59
1485,615,2026-09-16,Login Problems,High,Resolved,12
1486,615,2026-09-27,Account Management,Low,Resolved,56
1487,615,2026-06-09,Account Management,Medium,Resolved,56
1488,616,2026-04-16,Feature Request,Critical,Resolved,71
1489,617,2025-10-23,Billing,Low,Resolved,35
1490,617,2025-10-15,Feature Request,Low,Resolved,52
1491,618,2026-01-01,Feature Request,Medium,Resolved,57
1492,618,2026-02-23,Account Management,Critical,Resolved,64
1493,618,2026-12-06,Billing,Low,Resolved,46
1494,618,2026-12-12,Billing,Low,Resolved,22
1495,618,2026-02-10,Login Problems,High,Resolved,45
1496,619,2026-01-23,Feature Request,Critical,Resolved,22
1497,619,2026-09-10,Feature Request,Medium,Resolved,34
1498,619,2026-09-16,Dashboard Errors,Medium,Resolved,7
1499,620,2026-03-04,Account Management,Low,Resolved,31
1500,620,2025-09-11,API Issues,Low,Resolved,3
1501,620,2026-12-02,Login Problems,High,Resolved,60
1502,620,2025-07-08,API Issues,Medium,Resolved,45
1503,620,2026-07-16,API Issues,High,Resolved,17
1504,621,2025-04-12,Feature Request,Low,Resolved,33
1505,621,2025-11-11,Dashboard Errors,High,Resolved,71
1506,622,2026-04-28,Dashboard Errors,Low,Resolved,9
1507,622,2026-08-01,Login Problems,Medium,Resolved,68
1508,622,2026-04-28,Login Problems,Low,Resolved,3
1509,622,2026-10-22,Account Management,High,Resolved,5
1510,622,2026-10-18,Login Problems,High,Resolved,39
1511,623,2026-09-10,Dashboard Errors,Medium,Resolved,66
1512,623,2026-07-01,Feature Request,Low,In Progress,40
1513,623,2026-03-24,Login Problems,Medium,Resolved,10
1514,623,2026-09-28,Login Problems,Low,Resolved,37
1515,625,2025-10-17,Feature Request,Low,In Progress,54
1516,625,2025-08-02,Dashboard Errors,Critical,Resolved,69
1517,625,2025-10-05,Billing,Medium,Resolved,31
1518,626,2026-09-03,Account Management,Medium,Resolved,4
1519,626,2026-06-09,Login Problems,Medium,Open,22
1520,626,2026-02-17,Login Problems,Medium,Open,72
1521,626,2026-08-12,Feature Request,Low,Resolved,16
1522,626,2025-11-15,Dashboard Errors,High,Resolved,24
1523,627,2025-09-23,Billing,High,Resolved,18
1524,627,2025-09-30,Dashboard Errors,Medium,Resolved,30
1525,627,2026-02-16,Dashboard Errors,Medium,Resolved,38
1526,627,2026-08-31,Billing,Low,Resolved,46
1527,627,2026-12-12,Dashboard Errors,Medium,Resolved,54
1528,628,2026-12-03,Account Management,Critical,Resolved,55
1529,628,2026-03-05,Feature Request,Medium,Resolved,64
1530,628,2026-10-31,Billing,Low,Open,39
1531,628,2025-12-29,API Issues,Medium,Resolved,48
1532,629,2026-09-29,Account Management,High,Resolved,42
1533,629,2025-07-26,Dashboard Errors,Low,Resolved,71
1534,629,2026-03-29,API Issues,High,Resolved,47
1535,629,2026-01-20,API Issues,Low,Resolved,64
1536,632,2026-09-04,Account Management,Medium,Resolved,18
1537,632,2026-04-27,API Issues,High,Resolved,55
1538,632,2026-02-02,Login Problems,High,In Progress,65
1539,633,2025-11-13,Login Problems,High,Resolved,25
1540,633,2026-04-22,Feature Request,High,Open,69
1541,633,2026-04-23,Feature Request,Low,Open,21
1542,634,2025-10-08,Dashboard Errors,Low,In Progress,47
1543,634,2026-12-25,Feature Request,Low,Resolved,68
1544,636,2025-10-19,Billing,High,Resolved,5
1545,636,2025-07-14,Login Problems,Low,Resolved,23
1546,636,2026-06-24,API Issues,Low,Resolved,56
1547,637,2025-12-08,Billing,Low,Resolved,68
1548,637,2025-11-20,Dashboard Errors,Critical,Open,66
1549,637,2026-06-05,Feature Request,Low,Resolved,22
1550,638,2025-09-08,Billing,Medium,Resolved,14
1551,638,2025-10-28,Login Problems,Low,Open,61
1552,638,2026-11-11,Login Problems,Low,Resolved,5
1553,638,2026-12-11,Account Management,Medium,Resolved,19
1554,638,2026-07-07,Dashboard Errors,Critical,Resolved,16
1555,640,2025-09-04,Account Management,Low,Resolved,64
1556,640,2026-01-18,Account Management,Low,Resolved,12
1557,643,2025-08-14,Account Management,High,Resolved,49
1558,643,2026-02-19,Login Problems,Low,Resolved,22
1559,643,2026-09-16,Login Problems,Low,Resolved,54
1560,644,2025-12-23,Account Management,Medium,Resolved,58
1561,644,2025-10-30,Billing,Medium,Resolved,4
1562,644,2026-12-30,Feature Request,Medium,Resolved,12
1563,644,2026-11-30,Billing,Medium,Open,7
1564,644,2025-12-25,Dashboard Errors,High,Resolved,68
1565,645,2025-06-07,Feature Request,High,Resolved,38
1566,645,2026-01-14,Dashboard Errors,Critical,In Progress,35
1567,645,2026-05-28,Billing,Low,Resolved,11
1568,645,2026-12-17,Login Problems,Low,Resolved,57
1569,646,2025-08-24,Feature Request,Medium,Resolved,61
1570,646,2026-06-29,Dashboard Errors,Low,Resolved,13
1571,646,2026-08-07,Account Management,Medium,In Progress,3
1572,646,2026-06-03,Billing,Medium,Resolved,39
1573,647,2025-10-06,API Issues,Low,Resolved,24
1574,647,2026-07-14,API Issues,High,Resolved,58
1575,647,2026-12-16,Dashboard Errors,Low,In Progress,64
1576,647,2025-12-15,Login Problems,High,Resolved,35
1577,648,2026-07-08,Account Management,Low,Resolved,9
1578,648,2025-10-27,Dashboard Errors,Low,Resolved,60
1579,648,2025-11-01,API Issues,Low,Resolved,38
1580,648,2026-08-31,Login Problems,High,Resolved,22
1581,648,2026-07-11,Dashboard Errors,Medium,In Progress,32
1582,649,2025-10-26,Account Management,Medium,Resolved,30
1583,649,2026-07-04,Feature Request,Critical,Resolved,72
1584,649,2026-02-27,Feature Request,Medium,Open,27
1585,649,2026-01-28,API Issues,Low,Resolved,42
1586,649,2026-07-16,API Issues,Medium,Resolved,57
1587,651,2026-07-30,Billing,Medium,Resolved,11
1588,651,2025-07-31,Dashboard Errors,Low,Resolved,19
1589,651,2026-12-17,Billing,Medium,Resolved,59
1590,651,2026-08-29,Dashboard Errors,High,Resolved,44
1591,652,2025-12-31,Billing,Medium,Resolved,64
1592,652,2026-07-17,Billing,Medium,Open,69
1593,653,2026-11-02,Dashboard Errors,Low,Resolved,12
1594,653,2026-11-07,Login Problems,Medium,Resolved,21
1595,653,2026-03-17,Billing,Low,Resolved,1
1596,653,2026-01-19,Login Problems,Medium,Resolved,62
1597,653,2026-08-30,Account Management,Low,Resolved,66
1598,654,2026-11-17,API Issues,Medium,Resolved,21
1599,654,2026-10-18,Account Management,Low,Resolved,69
1600,654,2025-10-16,Dashboard Errors,Medium,Resolved,59
1601,654,2025-10-21,Dashboard Errors,High,Resolved,23
1602,654,2026-06-02,Feature Request,Low,Resolved,42
1603,655,2026-04-11,Login Problems,High,Open,15
1604,656,2026-07-02,API Issues,Low,Resolved,8
1605,656,2026-07-24,Login Problems,Critical,Resolved,30
1606,656,2026-10-22,Billing,High,Resolved,63
1607,657,2026-12-10,Billing,Medium,Resolved,5
1608,659,2026-05-13,Billing,High,In Progress,33
1609,659,2026-01-18,Login Problems,Medium,Open,17
1610,659,2026-09-14,Feature Request,Medium,In Progress,54
1611,660,2026-08-19,Account Management,Low,Resolved,19
1612,660,2026-12-27,Login Problems,Critical,Resolved,25
1613,660,2026-02-24,Feature Request,Low,In Progress,71
1614,660,2026-07-11,Login Problems,Low,In Progress,71
1615,660,2026-12-13,Account Management,Medium,Resolved,16
1616,661,2026-12-10,Feature Request,Critical,Resolved,55
1617,661,2026-04-15,API Issues,Low,Open,13
1618,662,2026-11-12,Dashboard Errors,Low,Resolved,64
1619,662,2026-05-15,Billing,High,Resolved,18
1620,662,2026-06-27,Feature Request,Low,Resolved,58
1621,662,2026-06-11,Login Problems,Medium,Resolved,35
1622,663,2026-01-17,API Issues,Medium,Resolved,31
1623,663,2026-02-19,Billing,Low,Open,5
1624,663,2026-03-24,Dashboard Errors,Low,Resolved,62
1625,663,2026-04-16,Billing,Low,Resolved,36
1626,664,2026-09-27,API Issues,Medium,Resolved,60
1627,664,2026-10-21,Billing,Medium,Resolved,31
1628,664,2026-03-20,API Issues,Medium,Resolved,1
1629,665,2026-02-24,API Issues,High,Resolved,4
1630,665,2025-12-23,Billing,Medium,Resolved,4
1631,666,2025-04-21,Dashboard Errors,Low,In Progress,58
1632,666,2025-07-26,Login Problems,High,Resolved,18
1633,666,2026-05-13,API Issues,Low,Resolved,68
1634,668,2026-02-22,Login Problems,High,Resolved,67
1635,668,2026-12-30,Feature Request,Low,Resolved,37
1636,669,2026-01-04,Dashboard Errors,Low,Resolved,41
1637,669,2026-07-11,Billing,Medium,Resolved,13
1638,669,2025-08-28,Dashboard Errors,High,Open,34
1639,670,2026-08-20,Login Problems,Low,Resolved,68
1640,670,2026-12-15,Dashboard Errors,High,In Progress,7
1641,670,2026-11-11,Feature Request,Low,Open,22
1642,671,2025-07-16,API Issues,Low,In Progress,5
1643,671,2025-05-05,API Issues,Low,Resolved,57
1644,672,2026-08-29,API Issues,Medium,In Progress,61
1645,673,2026-03-10,Billing,Low,Resolved,9
1646,673,2025-12-25,Login Problems,Low,Resolved,50
1647,673,2026-05-24,API Issues,Medium,Resolved,18
1648,673,2026-01-17,Account Management,High,In Progress,20
1649,673,2026-06-13,Login Problems,High,Resolved,27
1650,674,2026-03-26,Account Management,Medium,Resolved,61
1651,674,2026-09-04,Login Problems,Medium,Resolved,67
1652,674,2026-03-26,Billing,Medium,Resolved,46
1653,674,2026-02-02,Billing,High,In Progress,65
1654,674,2025-12-02,Account Management,Medium,Resolved,3
1655,675,2026-12-19,Billing,Low,Resolved,31
1656,676,2026-07-23,Dashboard Errors,Low,Resolved,64
1657,677,2026-10-14,API Issues,High,Open,14
1658,678,2026-02-17,API Issues,High,Resolved,58
1659,678,2026-01-14,Login Problems,Low,Resolved,63
1660,678,2026-10-17,Dashboard Errors,Low,Resolved,4
1661,679,2026-07-04,Feature Request,High,Resolved,26
1662,679,2026-12-20,Feature Request,Low,Resolved,37
1663,681,2026-10-31,Dashboard Errors,Critical,Open,34
1664,681,2025-12-20,Billing,Low,Resolved,66
1665,682,2026-08-13,Login Problems,Low,Resolved,3
1666,682,2025-02-22,Login Problems,High,Resolved,31
1667,682,2026-07-22,Dashboard Errors,Low,In Progress,50
1668,682,2025-05-24,Account Management,Medium,In Progress,16
1669,682,2026-09-09,Account Management,Medium,Resolved,40
1670,683,2026-05-20,Feature Request,Low,Resolved,20
1671,683,2026-08-11,Feature Request,Medium,Resolved,17
1672,683,2025-01-28,Billing,Low,Resolved,25
1673,683,2025-04-27,API Issues,Low,In Progress,35
1674,683,2025-02-15,Login Problems,Low,Resolved,4
1675,684,2026-04-13,API Issues,Medium,Resolved,40
1676,684,2025-12-12,Account Management,Medium,Resolved,40
1677,684,2026-06-06,Billing,Medium,Resolved,19
1678,684,2026-02-26,Account Management,Low,Resolved,10
1679,685,2026-03-28,Billing,Medium,Resolved,26
1680,688,2025-12-31,API Issues,Medium,Resolved,68
1681,688,2025-12-31,Login Problems,Critical,Resolved,32
1682,688,2026-08-27,Dashboard Errors,Low,Resolved,27
1683,688,2026-10-12,Feature Request,Medium,Open,27
1684,690,2025-11-20,API Issues,Low,Resolved,52
1685,690,2026-12-07,API Issues,Low,Resolved,2
1686,691,2025-10-19,Login Problems,Medium,Resolved,13
1687,691,2025-10-01,Login Problems,Low,In Progress,65
1688,691,2026-01-18,Login Problems,Medium,Resolved,62
1689,691,2026-04-28,Feature Request,Medium,Resolved,1
1690,692,2026-12-04,Dashboard Errors,Medium,In Progress,27
1691,692,2025-10-23,Login Problems,Medium,Resolved,58
1692,692,2025-06-27,Feature Request,Low,Resolved,1
1693,693,2026-12-01,Account Management,High,Open,3
1694,693,2026-10-15,Dashboard Errors,Low,Resolved,45
1695,693,2026-10-08,Login Problems,Medium,Resolved,58
1696,693,2026-02-06,Billing,Low,In Progress,67
1697,693,2026-07-01,Billing,High,Resolved,61
1698,694,2025-12-01,Login Problems,Low,Resolved,43
1699,694,2026-08-10,Account Management,Low,Resolved,30
1700,694,2026-06-07,Billing,Medium,Resolved,9
1701,695,2026-01-01,Account Management,Low,Open,59
1702,695,2026-10-08,Dashboard Errors,High,Resolved,70
1703,695,2026-06-10,Login Problems,High,In Progress,1
1704,695,2026-09-29,Dashboard Errors,Low,Resolved,65
1705,696,2025-10-02,Login Problems,Medium,Resolved,56
1706,696,2025-05-04,Login Problems,High,Open,63
1707,696,2026-10-13,API Issues,Medium,Resolved,30
1708,696,2025-06-15,Login Problems,Medium,Resolved,30
1709,698,2026-04-30,Login Problems,Medium,Resolved,6
1710,698,2026-11-11,Billing,Medium,Resolved,31
1711,698,2026-02-01,Login Problems,High,Resolved,22
1712,699,2026-12-11,Dashboard Errors,Low,Resolved,32
1713,700,2026-06-05,API Issues,Medium,Resolved,30
1714,700,2026-06-12,API Issues,Low,In Progress,1
1715,700,2026-06-13,Dashboard Errors,Medium,Resolved,5
1716,700,2026-05-04,API Issues,Low,Resolved,2
1717,700,2026-05-20,Account Management,Medium,In Progress,58
1718,701,2026-11-28,Login Problems,Medium,Resolved,27
1719,701,2026-07-28,Dashboard Errors,Critical,In Progress,56
1720,702,2026-01-31,Billing,Medium,Resolved,36
1721,702,2026-08-19,Dashboard Errors,Low,Resolved,32
1722,702,2026-07-21,Billing,Medium,In Progress,11
1723,702,2026-03-22,Dashboard Errors,High,Resolved,45
1724,703,2025-12-19,Account Management,Medium,Resolved,20
1725,704,2026-10-15,API Issues,Low,Resolved,23
1726,704,2026-01-17,Billing,Medium,Resolved,6
1727,704,2026-09-12,API Issues,Low,Resolved,47
1728,704,2025-12-29,Feature Request,Medium,Resolved,13
1729,704,2026-08-31,Billing,High,Open,4
1730,707,2025-11-28,Billing,Medium,Open,49
1731,708,2026-05-05,Login Problems,Medium,Resolved,20
1732,709,2025-12-05,Dashboard Errors,Medium,Resolved,57
1733,709,2026-08-15,Login Problems,High,Resolved,50
1734,709,2025-11-23,Feature Request,High,Resolved,46
1735,710,2026-05-06,Account Management,High,Resolved,28
1736,711,2026-07-02,Login Problems,Low,Open,68
1737,711,2026-09-02,API Issues,Low,In Progress,49
1738,711,2025-12-14,Dashboard Errors,Low,Resolved,31
1739,711,2026-03-16,Account Management,Low,Resolved,2
1740,711,2026-12-30,Feature Request,Medium,Resolved,69
1741,712,2026-03-11,API Issues,Low,Resolved,44
1742,712,2026-02-01,Account Management,High,Resolved,25
1743,712,2026-12-18,Dashboard Errors,Critical,Open,50
1744,712,2026-10-17,API Issues,Low,In Progress,20
1745,713,2025-09-04,Feature Request,High,Open,27
1746,713,2026-03-05,Billing,Low,Resolved,46
1747,713,2026-02-21,Login Problems,Medium,Resolved,65
1748,715,2026-12-21,Billing,Low,Resolved,42
1749,716,2026-08-11,Billing,Medium,Resolved,67
1750,717,2026-12-21,Account Management,High,Resolved,15
1751,717,2025-10-24,Login Problems,High,Resolved,43
1752,717,2025-05-14,Feature Request,High,Resolved,52
1753,717,2026-07-18,API Issues,Low,Resolved,61
1754,717,2026-01-18,Feature Request,High,Resolved,4
1755,718,2025-12-30,Account Management,Low,Resolved,37
1756,718,2025-07-04,Dashboard Errors,High,Resolved,37
1757,718,2025-06-26,API Issues,Low,Resolved,57
1758,719,2026-07-18,Login Problems,Medium,Resolved,4
1759,719,2026-01-10,API Issues,Low,Resolved,67
1760,719,2026-10-17,Feature Request,Medium,Resolved,15
1761,719,2026-11-12,Login Problems,Medium,Resolved,49
1762,719,2026-02-26,API Issues,High,Resolved,68
1763,720,2025-11-23,Feature Request,Critical,Resolved,44
1764,720,2026-07-15,Billing,Low,Resolved,43
1765,720,2026-09-05,Dashboard Errors,Medium,Resolved,36
1766,720,2025-09-02,Feature Request,High,Resolved,6
1767,722,2026-08-07,Feature Request,Medium,Resolved,25
1768,722,2025-08-26,Account Management,Medium,Resolved,55
1769,722,2026-04-24,Feature Request,Low,Resolved,38
1770,723,2026-04-04,API Issues,Low,Resolved,5
1771,723,2026-07-30,API Issues,Medium,Resolved,57
1772,724,2026-04-12,Dashboard Errors,Medium,Open,66
1773,724,2026-05-20,API Issues,Medium,Resolved,71
1774,724,2026-05-01,API Issues,High,Resolved,42
1775,724,2026-06-22,Billing,Medium,Resolved,37
1776,725,2026-09-07,Billing,Critical,Resolved,37
1777,725,2026-12-13,Login Problems,Low,Resolved,18
1778,725,2026-12-24,API Issues,Low,Resolved,13
1779,725,2025-03-03,Account Management,Low,Resolved,14
1780,726,2026-04-25,Dashboard Errors,Low,Resolved,63
1781,726,2025-12-30,Login Problems,Low,Resolved,25
1782,726,2026-12-28,API Issues,Medium,Open,29
1783,726,2026-05-04,Dashboard Errors,High,Resolved,36
1784,727,2025-05-12,API Issues,Medium,In Progress,17
1785,727,2025-03-20,Dashboard Errors,Medium,In Progress,32
1786,727,2026-04-01,API Issues,Low,In Progress,69
1787,727,2026-02-15,Billing,High,Resolved,36
1788,728,2026-06-12,Account Management,Medium,Resolved,27
1789,728,2026-05-19,Dashboard Errors,Medium,Resolved,37
1790,728,2026-05-18,Login Problems,Low,Resolved,28
1791,728,2025-09-26,Login Problems,Low,Resolved,3
1792,728,2026-04-03,Account Management,Low,Resolved,38
1793,730,2026-05-10,Dashboard Errors,High,Resolved,45
1794,730,2025-09-23,Dashboard Errors,Low,Resolved,9
1795,730,2026-10-10,Billing,Low,Resolved,47
1796,731,2026-05-16,Login Problems,High,Open,3
1797,731,2026-06-21,Dashboard Errors,Low,Resolved,38
1798,731,2025-11-28,Login Problems,Medium,Resolved,21
1799,731,2026-10-08,Billing,High,Resolved,27
1800,732,2026-07-21,Dashboard Errors,Low,Resolved,13
1801,732,2026-06-20,Dashboard Errors,Low,Resolved,26
1802,733,2025-11-19,Account Management,Low,In Progress,22
1803,733,2026-12-03,API Issues,Low,Resolved,40
1804,734,2025-10-30,Dashboard Errors,Critical,Resolved,3
1805,734,2026-06-19,Account Management,Low,Resolved,52
1806,734,2026-10-26,Dashboard Errors,Low,Resolved,58
1807,734,2025-07-31,Billing,High,Resolved,30
1808,734,2026-09-15,Login Problems,Low,Resolved,51
1809,736,2026-03-16,Account Management,High,Resolved,15
1810,736,2026-12-07,Login Problems,Low,Open,65
1811,736,2026-08-12,Account Management,High,Resolved,22
1812,736,2026-06-17,Dashboard Errors,Medium,Resolved,46
1813,738,2025-10-24,Feature Request,Medium,Resolved,42
1814,738,2026-06-09,Account Management,High,Resolved,17
1815,738,2026-08-06,Login Problems,Medium,Resolved,15
1816,740,2025-08-03,Login Problems,Low,In Progress,27
1817,740,2026-03-14,API Issues,Medium,Open,68
1818,740,2025-08-21,Dashboard Errors,Low,Resolved,49
1819,740,2025-07-05,Login Problems,High,Resolved,55
1820,740,2025-08-05,Feature Request,High,Resolved,47
1821,741,2026-06-16,Feature Request,High,Open,52
1822,741,2025-12-03,API Issues,Medium,Resolved,64
1823,741,2026-07-23,Account Management,Low,Resolved,51
1824,741,2025-11-20,API Issues,High,Resolved,63
1825,742,2025-10-15,Billing,Medium,Resolved,40
1826,742,2026-03-25,Billing,Medium,In Progress,34
1827,742,2025-11-30,Dashboard Errors,Low,Resolved,25
1828,743,2026-03-23,Account Management,Medium,Resolved,51
1829,743,2026-02-21,Billing,Medium,In Progress,2
1830,743,2026-07-22,Billing,Low,Resolved,37
1831,745,2025-12-10,Feature Request,Low,Resolved,64
1832,745,2026-05-19,API Issues,Low,Resolved,9
1833,746,2026-12-21,Dashboard Errors,Low,Open,50
1834,746,2026-09-01,API Issues,Low,Resolved,5
1835,746,2026-07-24,Feature Request,Low,Resolved,21
1836,746,2026-09-17,API Issues,Low,Resolved,36
1837,747,2025-09-13,Login Problems,Low,Resolved,38
1838,747,2025-08-03,Feature Request,Low,In Progress,64
1839,747,2026-06-15,Billing,Medium,Resolved,63
1840,748,2025-09-03,Billing,Medium,Resolved,5
1841,749,2026-01-17,Dashboard Errors,High,Resolved,45
1842,749,2026-12-04,Billing,Low,Open,27
1843,751,2025-12-28,Feature Request,Medium,Open,11
1844,752,2026-07-18,Login Problems,Low,In Progress,6
1845,753,2026-09-21,API Issues,Low,Open,12
1846,753,2026-06-19,Feature Request,High,Resolved,53
1847,754,2026-10-13,API Issues,Low,Resolved,8
1848,754,2026-12-24,Account Management,Medium,In Progress,57
1849,754,2026-10-31,Feature Request,Medium,Resolved,31
1850,754,2025-09-23,Login Problems,Low,Resolved,41
1851,755,2026-08-04,Feature Request,Low,Resolved,28
1852,755,2026-05-05,API Issues,Critical,Resolved,7
1853,755,2026-12-30,Login Problems,Low,Resolved,40
1854,755,2025-11-19,API Issues,Medium,In Progress,19
1855,755,2025-05-01,Account Management,High,Resolved,41
1856,756,2026-03-22,API Issues,Medium,Resolved,13
1857,756,2026-05-16,Account Management,Low,Open,63
1858,756,2025-11-21,Account Management,Medium,Resolved,46
1859,756,2026-12-27,API Issues,Low,In Progress,23
1860,757,2026-04-03,Feature Request,Low,Resolved,42
1861,758,2026-08-20,Billing,Medium,Resolved,35
1862,759,2025-11-16,Billing,High,In Progress,40
1863,759,2025-08-17,API Issues,High,Resolved,60
1864,759,2025-07-15,Billing,Low,Open,38
1865,759,2025-06-30,Billing,Low,Resolved,26
1866,759,2026-04-04,Billing,Medium,Resolved,31
1867,760,2026-08-02,Feature Request,Low,Resolved,46
1868,760,2026-05-16,Account Management,Medium,Resolved,44
1869,760,2026-02-24,Feature Request,High,Resolved,22
1870,760,2026-06-18,API Issues,Medium,Resolved,52
1871,760,2026-11-05,Feature Request,Low,Resolved,41
1872,761,2025-09-26,Feature Request,Low,Open,25
1873,761,2026-02-12,Billing,Low,Resolved,32
1874,761,2026-10-04,API Issues,Medium,Resolved,2
1875,762,2025-12-05,Account Management,Medium,Resolved,46
1876,763,2025-12-01,Account Management,Medium,Resolved,53
1877,763,2026-04-09,Billing,Critical,Resolved,40
1878,763,2025-08-23,API Issues,Medium,Resolved,72
1879,764,2025-06-26,Feature Request,Medium,Resolved,28
1880,764,2025-07-12,Feature Request,High,Open,59
1881,765,2025-09-15,Billing,Medium,Open,19
1882,765,2025-08-01,Dashboard Errors,Low,Resolved,31
1883,766,2025-11-01,Feature Request,Low,Resolved,17
